Row,bijection_flag,feasible,infeasibility_flag,error_message
Brycinus_sadleri,6a,0,,
Brycon_amazonicus,6a,0,,
Brycon_melanopterus,6a,0,,
Brycon_moorei,6a,0,,
Brycon_opalinus,6a,0,,
Bubo_bengalensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Bubo_scandiacus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Bubo_virginianus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Bubulcus_ibis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Bucephala_albeola,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Bucephala_clangula,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Buceros_bicornis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Bucorvus_abyssinicus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Bucorvus_leadbeateri,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Bufo_bufo,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Bufo_japonicus,6,0,,
Bulweria_bulwerii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Buphagus_erythrorhynchus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Burhinus_capensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Burhinus_grallarius,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Burhinus_oedicnemus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Butastur_rufipennis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Buteo_jamaicensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Buteo_lagopus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Buteo_lineatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Buteo_oreophilus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Buteo_platypterus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Buteo_rufofuscus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Buteo_swainsoni,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Butorides_virescens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cacatua_moluccensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cacatua_ophthalmica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cacatua_tenuirostris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cacomantis_merulinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Caenorhabditis_elegans,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Caiman_crocodilus,error,0,,"Arrays have incompatible sizes for this operation."
Caiman_latirostris,6,0,,
Calamospiza_melanocorys,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calandrella_cinerea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calcarius_lapponicus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calcarius_ornatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calcarius_pictus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calendulauda_barlowi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calendulauda_erythrochlamys,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_alpina,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_bairdii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_ferruginea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_fuscicollis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_himantopus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_maritima,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_mauri,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_melanotos,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_minuta,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_minutilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calidris_pusilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Callipepla_californica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Callipepla_squamata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Callisaurus_draconoides,6a,0,,
Callista_chione,6a,0,,
Callorhinchus_capensis,error,0,,"Matrix dimensions must agree."
Callorhinchus_milii,6a,0,,
Callorhinus_ursinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Caloenas_nicobarica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calonectris_borealis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calonectris_leucomelas,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calotes_versicolor,error,0,,"Integration interval contains NaN."
Calotriton_asper,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Calyptorhynchus_banksii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Calyptorhynchus_lathami,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Campephilus_magellanicus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Campylopterus_hemileucurus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Campylorhynchus_brunneicapillus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cancer_pagurus,6,0,,
Caperea_marginata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Caprimulgus_europaeus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Caprimulgus_pectoralis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Caranx_crysos,6a,0,,
Caranx_hippos,6a,0,,
Caranx_ignobilis,6a,0,,
Caranx_lugubris,6a,0,,
Caranx_melampygus,6a,0,,
Caranx_senegallus,6a,0,,
Caranx_tille,6a,0,,
Carassius_auratus,6a,0,,
Carcharhinus_coatesi,6a,0,,
Carcharhinus_leucas,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Carcharias_taurus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Carcharodon_carcharias,6,0,,
Cardinalis_cardinalis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Carduelis_carduelis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Careproctus_reinhardti,6a,0,,
Caretta_caretta,6,0,,
Caretta_caretta_MED,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
