species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,d_V,Ri,T_typical,t_0,model,metamorphosis,weaning,foetus
Chrosomus_neogaeus,2.161959e+01,9.077300e-01,4.055000e-02,6.945830e+01,5.221161e+03,2.804000e-09,6.972000e-01,4.577000e+02,,4.580000e+02,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Cfa Dfa Dfb Dfc,THn,0iFp 0iFm 0iFl,Fh,Mp,biCi biHl biD,D,O,1.300000e+01,,,,3.780000e+02,2.190000e+03,,,,,3.650000e+02,1.400000e-03,,,1.180000e+00,1.170000e+01,,,,4.900000e+00,1.020000e+01,2.000000e-01,8.383562e+00,2.931500e+02,,abj,True,False,False
Cirrhinus_cirrhosus,1.193913e+02,9.073800e-01,1.981700e-02,1.688460e+01,5.214651e+03,2.051000e-10,1.215000e-01,2.510000e+00,,6.265000e+05,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,Am Cwa,TPi,0iFr,Fg,Mp,biCi,D,O,2.421747e+00,,,,3.559969e+02,4.419689e+03,,,,,3.535751e+02,5.236000e-04,,,2.000000e+03,1.270000e+04,,,,6.000000e+01,1.000000e+02,2.000000e-01,5.656507e+03,3.011500e+02,7.665030e+01,abj,True,False,False
Clione_limacina,2.349618e+01,9.961000e-01,3.755000e-03,2.919000e+02,3.920000e+03,4.914000e-05,2.309000e-07,6.168000e-04,,1.486000e-01,Clionidae,Gymnosomata,Gastropoda,Mollusca,MC ME,MPN MAN MN,0iMp,Mp,,biCim,Hh,O,5.105305e+00,,2.552653e+01,,4.886507e+01,4.351653e+03,,,2.042122e+01,,4.375976e+01,8.333333e-08,1.627604e-04,,2.000000e-02,3.640000e+00,1.600000e-02,2.000000e-01,,1.500000e+00,8.500000e+00,1.500000e-01,1.378786e+02,2.791500e+02,,abj,True,False,False
Clupea_harengus,1.012444e+02,7.365000e-01,8.670000e-02,3.441000e+01,5.218000e+03,1.496000e-09,1.555000e+01,1.252000e+03,,9.202000e+05,Clupeidae,Clupeiformes,Actinopterygii,Chordata,MC,MAN,0iMpe,Mpe,Mo,biPz,D,O,7.106840e+01,,3.426595e+02,,2.826457e+03,1.554551e+04,,,,,,1.533663e-02,,,2.810255e+02,1.050000e+03,1.100000e+00,,,2.900000e+01,4.500000e+01,2.000000e-01,2.830399e+01,2.841500e+02,,abj,True,False,False
Clypeaster_subdepressus,1.008441e+01,8.000000e-01,1.336000e-02,3.622600e+00,2.376252e+03,9.252000e-10,2.325000e-03,7.537000e-02,,1.072000e+04,Clypeasteridae,Clypeasteroida,Echinoidea,Echinodermata,MA,MAW,0jMcp jiMb,Mp,,biP bjD,D,O,1.735448e+00,,2.173545e+01,,2.932063e+03,2.344262e+04,,,2.000000e+01,,2.930328e+03,5.100000e-06,5.569685e-06,,1.850000e+01,5.000000e+02,,6.700000e-02,,1.000000e+01,3.000000e+01,9.000000e-02,8.190210e+03,2.991500e+02,,abj,True,False,False
Corydoras_aeneus,1.454308e+02,9.823700e-01,5.977400e-02,1.125113e+02,5.223279e+03,3.769000e-09,4.227000e-02,4.228000e-02,,1.743000e+02,Callichthyidae,Siluriformes,Actinopterygii,Chordata,A,TN,0iFm,Fc Fh,,biCi jiHl,D,O,1.898303e+00,,,,9.681346e+01,1.154801e+03,,,,,9.491515e+01,6.400000e-04,,,1.164000e+00,3.200000e+00,5.700000e-01,,,5.000000e+00,7.000000e+00,2.000000e-01,2.597850e+00,2.981500e+02,,abj,True,False,False
Coryphaena_hippurus,1.723698e+02,7.867600e-01,2.187800e-02,2.446310e+01,5.224660e+03,2.221000e-08,3.341000e+00,2.981000e+02,,1.545000e+05,Coryphaenidae,Carangiformes,Actinopterygii,Chordata,MA MB,MC,0jMp jiMcp,Mp,Mo,bjPz jiCi jiCic,D,O,8.223850e-01,,,,6.647696e+01,8.839378e+02,,,,,,5.331498e-04,3.412159e-02,,3.412159e+01,3.950000e+04,5.000000e-01,2.000000e+00,,2.000000e+01,2.100000e+02,2.000000e-01,1.131301e+04,3.011500e+02,,abj,True,False,False
Crassostrea_corteziensis,8.651069e+00,6.052500e-01,2.556000e-02,2.575280e+01,2.339623e+03,9.139000e-10,3.562000e-05,3.763000e-02,,2.861000e+01,Ostreidae,Ostreida,Bivalvia,Mollusca,MA,MPE,0iMm 0iMi,Mp,,biB,D,O,3.480222e+00,,1.265535e+01,,2.031184e+01,3.581525e+04,,,9.175132e+00,,1.683162e+01,4.551661e-08,1.788985e-06,,4.215294e-01,1.000000e+02,1.000000e-02,3.400000e-02,,2.100000e+00,1.300000e+01,9.000000e-02,1.222943e+05,2.981500e+02,5.004900e+00,abj,True,False,False
Crassostrea_virginica,1.142673e+01,6.810300e-01,2.198600e-02,4.165700e+00,2.315063e+03,9.487000e-10,1.248000e-03,7.197000e-02,,9.740000e+02,Ostreidae,Ostreoida,Bivalvia,Mollusca,MB MC,MAW,0jMp jiMb jiMi,Mp,,biPp,D,O,1.155663e+00,,1.708500e+01,,5.557360e+01,7.300000e+03,,,,,,1.666667e-06,8.333333e-05,,1.333333e+00,3.977778e+02,7.500000e-03,3.500000e-02,,3.000000e+00,2.060000e+01,9.000000e-02,1.300000e+06,2.931500e+02,,abj,True,False,False
Cuthona_nana,6.029779e+01,7.195500e-01,2.530900e-03,1.716337e+03,3.920986e+03,2.901000e-04,8.481000e-04,1.297000e+00,,7.165000e+00,Tergipedidae,Nudibranchia,Gastropoda,Mollusca,MC,MANE,0jMp jiMb,Mp,,bjPz jiCih,Hh,O,4.732608e+01,,2.366304e+02,,2.602935e+02,2.957880e+02,,,1.893043e+02,,2.129674e+02,2.145000e-06,1.438317e-03,,1.150653e-02,1.400000e-01,,5.000000e-01,,1.000000e+00,2.300000e+00,1.500000e-01,1.081856e+02,2.851500e+02,0.000000e+00,abj,True,False,False
Cyprideis_torosa,6.367405e+00,9.901000e-01,4.121000e-03,2.588000e+02,4.442000e+03,2.150000e-06,9.545000e-06,6.819000e-05,,4.239000e-03,Cytherideidae,Podocopida,Ostracoda,Arthropoda,A B C D,TH TA TN TP,0iFm 0iFp 0iSm,Fbf,,biD biHa,D,Apf,1.605659e+01,,,,1.766225e+02,5.860656e+02,,,,,1.605659e+02,2.647059e-07,,,6.058824e-05,1.176471e-04,1.300000e-01,,,7.500000e-01,1.100000e+00,1.700000e-01,6.227972e-02,2.881500e+02,,abj,True,False,False
Cyprinodon_bovinus,7.574190e+01,9.474000e-01,2.756500e-02,5.249680e+01,5.206093e+03,7.047000e-08,2.305000e-01,2.306000e-01,,2.744000e+02,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,BWh,THn,0iFp,Fnm,,biCi biHa,D,O,3.796606e+00,,,,1.024962e+02,3.397712e+02,,,,,9.869960e+01,1.400000e-03,,,5.873041e-01,3.820000e+00,,,,3.000000e+00,5.600000e+00,2.000000e-01,4.525205e+00,3.011500e+02,,abj,True,False,False
Cyprinodon_diabolis,1.482893e+01,6.002900e-01,1.696200e-02,2.034990e+01,5.228628e+03,6.131000e-08,1.544000e+00,6.120000e+00,,2.097000e+01,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,BWh,THn,0iFp,Fnm,,biCi,D,O,2.105391e+00,,,,1.894852e+01,1.097811e+02,,,,,1.684313e+01,5.200000e-04,,,,3.700000e-01,,,,,3.000000e+00,2.000000e-01,1.038999e+01,3.066500e+02,,abj,True,False,False
Cyprinodon_elegans,6.339052e+01,9.642800e-01,6.523100e-02,6.210120e+01,5.224014e+03,3.108000e-08,8.259000e-02,2.834000e-01,,7.299000e+01,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,BWh,THn,0iFp,Fnm,,biCi,D,O,5.000000e+00,,,,1.550000e+02,1.277500e+03,,,,,1.500000e+02,5.200000e-04,,,4.327649e-01,3.820000e+00,,,,3.000000e+00,6.200000e+00,2.000000e-01,4.456959e+00,2.931500e+02,,abj,True,False,False
Cyprinodon_macularius,2.964423e+01,9.740600e-01,3.396900e-02,3.974790e+01,5.217285e+03,6.947000e-08,6.229000e-02,1.059000e+00,,6.552000e+00,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,BWh,THn,0iFp,Fnm,,biCi,D,O,1.000000e+01,,,,1.000000e+02,1.095000e+03,,,,,9.000000e+01,5.200000e-04,,,1.111206e-01,7.400000e+00,,,,1.500000e+00,6.080000e+00,2.000000e-01,2.191781e+00,2.931500e+02,,abj,True,False,False
Cyprinodon_nevadensis,2.049570e+01,9.413900e-01,1.181300e-02,1.723180e+01,5.223916e+03,8.098000e-06,1.210000e-01,5.144000e-01,,1.233000e+00,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,BWh,THn,0iFp,Fpe,,biCi biB,D,O,3.727034e+00,,,,7.997703e+01,3.650000e+02,,,,,7.625000e+01,5.200000e-04,,,,8.000000e+00,,,,,6.440000e+00,2.000000e-01,2.191781e+00,2.931500e+02,,abj,True,False,False
Cyprinodon_variegatus,7.220810e+01,9.924500e-01,3.984100e-02,1.016582e+02,5.045000e+03,9.394000e-09,3.941000e-02,1.499000e+00,,3.541000e+01,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw Cfa,THn TN,0iFm 0iMm,Fh,,biCi,D,O,3.796606e+00,,1.999412e+01,,3.699081e+01,6.057942e+02,,,1.619752e+01,,3.319420e+01,1.200000e-03,1.711262e-02,,3.690562e-01,7.910156e+00,4.000000e-01,9.700000e-01,,2.700000e+00,7.500000e+00,2.000000e-01,3.961741e+00,2.996500e+02,,abj,True,False,False
Danio_rerio,1.507237e+02,3.575600e-01,1.960000e-02,2.430010e+02,5.267407e+03,8.970000e-10,7.925000e-01,3.726000e+01,,2.361000e+03,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Am,TPi,0iFp 0iFm,Fh,,biCi,D,O,3.163838e+00,,1.392089e+01,,4.537285e+01,9.501580e+02,,,,,,5.120000e-04,8.000000e-03,,2.746250e-01,1.000000e+00,4.000000e-01,1.000000e+00,,3.250000e+00,5.000000e+00,2.000000e-01,4.148784e+02,2.931500e+02,,abj,True,False,False
Dicologlossa_cuneata,3.641489e+01,9.353800e-01,2.161900e-02,2.613100e+01,5.219388e+03,3.979000e-08,3.598000e-02,1.210000e+00,,1.196000e+04,Soleidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MAE MAm,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,2.417713e+00,,,,1.130281e+03,2.647396e+03,,,,,1.127863e+03,1.380000e-04,,,2.953100e+01,9.921000e+01,2.390000e-01,,,1.600000e+01,2.423000e+01,2.000000e-01,9.624797e+01,2.913500e+02,,abj,True,False,False
Dissodactylus_primitivus,1.061496e+01,8.000000e-01,2.005700e-02,2.111590e+01,4.400000e+03,9.208000e-10,8.303000e-02,2.596000e-01,,5.386000e+01,Pinnotheridae,Decapoda,Malacostraca,Arthropoda,MA,MAW,0bMr bjMp jiMr,Mbf,,bjP biD jiCi jiS jiTie,D,O,9.444815e+00,,1.685536e+01,,1.305322e+02,1.060725e+03,,,7.410547e+00,,1.210874e+02,9.400000e-05,8.269873e-05,,3.902240e-02,2.000000e-01,,7.450000e-02,,5.800000e-01,1.000000e+00,1.700000e-01,8.258500e+00,3.011500e+02,1.430920e+01,abj,True,False,False
Dissostichus_eleginoides,3.641651e+04,2.673600e-01,2.553200e-02,1.420904e+03,5.229726e+03,5.706000e-08,2.969000e+00,5.261000e+00,,8.640000e+06,Nototheniidae,Perciformes,Actinopterygii,Chordata,ME,MS,0jMp jiMcd,Mpe,,biPz jiCvf,D,O,9.115807e+02,,,,2.051927e+04,1.225481e+05,,,,,1.960769e+04,4.770000e-02,,,1.974669e+03,1.570000e+05,,,,5.000000e+01,2.150000e+02,2.000000e-01,2.226330e+02,2.776500e+02,,abj,True,False,False
Dissostichus_mawsoni,4.042186e+03,4.500000e-01,2.848100e-02,3.790260e+02,5.230084e+03,6.437000e-08,7.482000e+00,4.163000e+02,,7.184000e+07,Nototheniidae,Perciformes,Actinopterygii,Chordata,ME,MS,0jMp jiMcd,Mpe,,biPz jiCvf,D,O,5.531569e+02,,,,1.929967e+04,9.138925e+04,,,,,1.874651e+04,4.770000e-02,,,3.574440e+04,1.210000e+05,,,,1.332000e+02,2.000000e+02,2.000000e-01,5.732821e+02,2.744500e+02,,abj,True,False,False
Engraulis_encrasicolus,1.113720e+01,9.901000e-01,1.944000e-02,5.467000e+01,5.077000e+03,8.464000e-08,1.223000e-04,6.741000e-01,,2.440000e+02,Engraulidae,Clupeiformes,Actinopterygii,Chordata,MC,MAE,0iMcp,Fpe,Mo,biPz,D,O,6.727388e+00,,6.727388e+01,,5.215647e+02,4.134504e+03,,,,,,1.207863e-05,9.498906e-01,,4.740312e+00,4.386146e+01,3.000000e-01,3.750000e+00,,9.000000e+00,1.800000e+01,2.000000e-01,5.038684e+02,2.881500e+02,1.000000e+00,abj,True,False,False
Enteromius_liberiensis,5.079807e+01,9.886700e-01,2.765400e-02,2.964030e+01,5.220574e+03,3.494000e-09,4.327000e-02,1.517000e-01,,2.587000e+02,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,Am,TPa,0iFr,Fg,,biCi,D,O,6.233082e+00,,,,2.590192e+02,2.022289e+03,,,,,2.527861e+02,1.000000e-03,,,3.920000e+00,2.380000e+01,,,,7.000000e+00,1.290000e+01,2.000000e-01,1.977957e+00,2.971500e+02,,abj,True,False,False
Etheostoma_trisella,3.500110e+01,9.800200e-01,2.237700e-02,8.365470e+01,5.220625e+03,3.609000e-07,4.439000e-02,5.227000e-01,,3.093000e+01,Percidae,Perciformes,Actinopterygii,Chordata,Cfa,THn,0iFr 0iFc,Ft,,biCi,D,O,6.451020e+01,,,,2.376759e+02,4.989907e+02,,,,,1.731657e+02,5.200000e-04,,,2.844444e-01,9.600000e-01,,,,3.000000e+00,4.500000e+00,2.000000e-01,4.629345e-01,2.941500e+02,,abj,True,False,False
Eutrigla_gurnardus,8.482896e+01,4.708200e-01,1.897900e-01,3.013140e+01,5.219397e+03,3.735000e-08,7.129000e+00,3.949000e+03,,2.384000e+05,Triglidae,Perciformes,Actinopterygii,Chordata,MC,MAE,0jMp jiMd,Mp,,bjPz jiCi jiCvf,D,O,7.748174e+00,,,,3.236293e+03,1.165065e+04,,,,,,1.400000e-03,,,3.700000e+01,1.300000e+03,,,,1.880000e+01,6.000000e+01,2.000000e-01,2.317466e+02,2.791500e+02,,abj,True,False,False
Fenneropenaeus_chinensis,3.242806e+03,9.382700e-01,1.914800e-02,3.156154e+03,4.435152e+03,1.821000e-06,9.596000e-05,2.309000e-04,,2.036000e+02,Penaeidae,Decapoda,Malacostraca,Arthropoda,MB MC,MPE,0bMb bjMpe jiMb,Mbf,,bjP jiD jiS,D,O,5.020758e+00,,,,9.820683e+01,9.921714e+02,,,,,9.318607e+01,1.150000e-05,1.527893e-03,,2.700000e+00,9.180000e+01,,6.000000e-01,,4.000000e+00,2.350000e+01,1.700000e-01,1.988395e+03,2.911500e+02,1.427500e+00,abj,True,False,False
Fundulus_luciae,2.791414e+01,9.640500e-01,3.833400e-02,4.535600e+01,5.045000e+03,5.928000e-07,7.212000e-01,2.001000e+00,,2.721000e+01,Fundulidae,Cyprinodontiformes,Actinopterygii,Chordata,Dfb,THn,0iFc,Fh,,biCi biHa,D,O,1.061865e+01,,,,1.433518e+02,2.768433e+02,,,,,1.327331e+02,4.200000e-03,,,1.409456e-01,6.000000e-01,,,,2.900000e+00,4.700000e+00,2.000000e-01,7.923483e-02,2.961500e+02,,abj,True,False,False
Gambusia_punctata,1.556074e+02,8.628100e-01,1.492900e-02,3.677640e+02,5.226625e+03,2.971000e-08,8.991000e+00,1.792000e+02,,8.755000e+02,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw,TN,0iFc,Fv,,biCi,D,O,1.680417e+01,,,,7.561878e+01,5.476360e+02,,,,,5.881461e+01,1.780000e-02,,,8.048979e-01,1.950000e+00,1.221000e+00,,,4.350000e+00,5.500000e+00,2.000000e-01,6.847614e-01,3.006500e+02,,abj,True,False,False
Gambusia_puncticulata,4.606901e+02,8.312100e-01,8.095000e-03,1.509561e+03,5.222706e+03,3.747000e-08,4.199000e+00,3.093000e+01,,9.807000e+01,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw,TN,0iFp 0iFm,Fv,,biCi,D,O,1.680417e+01,,,,3.780939e+01,5.476360e+02,,,,,2.100522e+01,1.150000e-02,,,1.937574e-01,1.120000e+00,1.061000e+00,,,2.720000e+00,4.600000e+00,2.000000e-01,8.217136e-01,3.006500e+02,,abj,True,False,False
Gammarus_fossarum,3.054007e+01,8.811800e-01,9.576700e-03,4.648856e+02,4.451204e+03,1.609000e-06,4.001000e-02,1.025000e+01,,1.026000e+01,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Cfb Dfb Dfc,THp,0iFp 0iFl 0iFm 0iFc,Fbf,,biD,D,O,9.740080e+01,,,,1.916916e+02,1.567182e+03,,,,,9.429083e+01,7.800000e-05,,,9.000000e-03,4.090000e-02,1.200000e-01,,,8.100000e-01,1.470000e+00,1.700000e-01,3.060522e-01,2.861500e+02,0.000000e+00,abj,True,False,False
Gammarus_pseudolimnaeus,2.001373e+01,9.133400e-01,1.509600e-02,1.239950e+02,4.435986e+03,5.889200e-06,4.406800e-02,9.390300e-01,,4.502800e+00,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Cfa,THn,0iFc,Fbf,,biD,D,O,4.439360e+01,,,,2.298250e+02,1.101921e+03,,,,,1.854314e+02,1.176471e-04,,,9.000000e-03,6.764706e-02,1.900000e-01,,,7.000000e-01,1.600000e+00,1.700000e-01,1.544004e-01,2.851500e+02,,abj,True,False,False
Gammarus_pulex,4.028563e+01,8.942400e-01,1.776000e-02,3.233844e+02,4.452863e+03,3.032000e-06,5.441000e-02,1.830000e+00,,3.545000e+00,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Cfb Dfb,THp,0iFp 0iFl 0iFm 0iFc,Fbf,,biD,D,O,1.120860e+02,,,,7.125469e+02,1.082696e+03,,,,,6.004608e+02,1.350000e-04,,,5.000000e-03,5.100000e-02,2.000000e-01,,,8.000000e-01,1.146000e+00,1.700000e-01,3.183411e-01,2.861500e+02,0.000000e+00,abj,True,False,False
Gammarus_roeselii,4.613270e+01,8.279100e-01,1.384600e-02,3.985945e+02,4.371374e+03,1.373000e-05,8.377000e-02,5.291000e+00,,1.265000e+01,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Csa Cfb Dfb,THp,0iFp 0iFl 0iFm 0iFc,Fbf,,biD,D,O,1.053785e+01,,,,6.879222e+02,2.502689e+03,,,,,6.773843e+02,1.230000e-04,,,1.000000e-02,5.910000e-02,1.520000e-01,,,6.800000e-01,1.204000e+00,1.700000e-01,5.949982e+00,2.861500e+02,0.000000e+00,abj,True,False,False
Gila_intermedia,5.205566e+02,9.848000e-01,2.070800e-02,1.088070e+02,5.255981e+03,1.524000e-07,1.565000e-02,1.566000e-02,,1.554000e+02,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,BSk Csa,THn,0iFr,Fh,Mp,biCi biHl,D,O,4.987017e+00,,,,7.165607e+02,1.159137e+03,,,,,7.115737e+02,1.200000e-03,,,3.661240e+00,7.160000e+02,6.550000e-01,,,9.500000e+00,3.800000e+01,2.000000e-01,7.657675e+00,2.861500e+02,,abj,True,False,False
Girardinus_creolus,2.734881e+02,8.580600e-01,1.902900e-02,5.346880e+02,5.238511e+03,2.932000e-08,6.637000e+00,2.968000e+01,,1.381000e+03,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw,TN,0iFc,Fv,,biCi,D,O,1.680417e+01,,,,7.981983e+01,5.476360e+02,,,,,6.301565e+01,1.600000e-02,,,6.648078e-01,1.210000e+00,1.318000e+00,,,4.565000e+00,5.249000e+00,2.000000e-01,5.478091e-01,3.006500e+02,,abj,True,False,False
Girardinus_denticulatus,1.696486e+02,8.851300e-01,1.493900e-02,3.537696e+02,5.214706e+03,3.445000e-08,4.565000e+00,3.299000e+01,,4.306000e+02,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw,TN,0iFc,Fv,,biCi,D,O,1.680417e+01,,,,6.721670e+01,5.476360e+02,,,,,5.041252e+01,1.230000e-02,,,5.443526e-01,1.400000e+00,1.210000e+00,,,4.280000e+00,5.500000e+00,2.000000e-01,5.478091e-01,3.006500e+02,,abj,True,False,False
Girardinus_falcatus,1.863785e+02,8.787400e-01,1.191200e-02,5.090865e+02,5.225208e+03,3.276000e-08,2.941000e+00,2.221000e+01,,3.308000e+02,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw,TN,0iFp 0iFm,Fv,,biCi,D,O,1.500373e+01,,,,6.541625e+01,5.476360e+02,,,,,5.041252e+01,8.400000e-03,,,3.548648e-01,7.800000e-01,9.590000e-01,,,3.340000e+00,4.100000e+00,2.000000e-01,5.478091e-01,3.006500e+02,,abj,True,False,False
Girardinus_metallicus,2.674184e+02,8.525700e-01,7.189200e-03,1.365800e+03,5.223645e+03,2.968000e-08,3.039000e+00,9.877000e+01,,3.550000e+02,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw,TN,0iFp 0iFm,Fv,,biCi,D,O,1.680417e+01,,,,6.721670e+01,5.476360e+02,,,,,5.041252e+01,6.700000e-03,,,2.668951e-01,7.500000e-01,9.970000e-01,,,3.405000e+00,4.500000e+00,2.000000e-01,9.586659e-01,3.006500e+02,,abj,True,False,False
Girardinus_microdactylus,2.623343e+02,8.955100e-01,1.046900e-02,8.725735e+02,5.229380e+03,3.128000e-08,4.191000e+00,7.655000e+01,,6.179000e+02,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw,TN,0iFc,Fv,,biCi,D,O,1.680417e+01,,,,7.141774e+01,5.476360e+02,,,,,5.461357e+01,1.380000e-02,,,8.224455e-01,1.360000e+00,1.001000e+00,,,3.910000e+00,4.500000e+00,2.000000e-01,5.478091e-01,3.006500e+02,,abj,True,False,False
Girardinus_uninotatus,3.944165e+02,6.711100e-01,1.407900e-02,7.073106e+02,5.227083e+03,3.208000e-08,3.401000e+01,1.990000e+02,,3.529000e+03,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw,TN,0iFc,Fv,,biCi,D,O,1.680417e+01,,,,7.981983e+01,5.476360e+02,,,,,6.301565e+01,3.440000e-02,,,9.001816e-01,1.450000e+00,1.349000e+00,,,4.005000e+00,4.600000e+00,2.000000e-01,6.847614e-01,3.006500e+02,,abj,True,False,False
Gobio_gobio,1.622008e+02,9.683500e-01,1.089800e-02,5.189730e+01,5.201724e+03,1.514000e-07,1.767000e-02,1.768000e-02,,4.450000e+02,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Cfb Dfb,THp,0iFr 0iFc,Fs,Mp,biCi,D,O,2.187988e+01,1.312793e+01,,,1.352906e+03,4.259283e+03,,,,,1.331026e+03,5.200000e-04,,,5.180000e+00,9.660000e+01,6.000000e-01,,,8.500000e+00,2.100000e+01,2.000000e-01,1.282845e+01,2.891500e+02,,abj,True,False,False
Gymnocephalus_cernuus,5.128690e+01,4.531900e-01,3.255800e-02,2.113550e+01,5.227824e+03,2.731000e-08,2.461000e+00,3.241000e+02,,3.910000e+04,Percidae,Perciformes,Actinopterygii,Chordata,Cfa Dfc Dfc,THp,0iFr 0iFl 0iFp 0iFe,Fc Fh,,biCi,D,O,2.187988e+01,,,,8.204955e+02,3.726873e+03,,,,,7.986156e+02,5.230000e-04,,,6.532144e-01,2.250000e+02,6.500000e-01,,,7.000000e+00,2.500000e+01,2.000000e-01,3.756500e+02,2.891500e+02,,abj,True,False,False
Helicodonta_obvoluta,1.840237e+01,9.787400e-01,2.268700e-02,3.768650e+01,3.915422e+03,4.599000e-08,3.498000e-02,9.419000e-02,,3.127000e+00,Helicodontidae,Pulmonata,Gastropoda,Mollusca,Cfb Dfb,THp,0iTf,Thl,,biHl,Hh,O,1.305438e+01,,,,1.523011e+02,9.529698e+02,,,,,1.392467e+02,1.000972e-03,,,,3.433333e-01,2.000000e-01,,,,1.400000e+00,1.500000e-01,8.184939e-02,2.946500e+02,5.941900e-01,abj,True,False,False
Helix_lucorum,5.141247e+02,8.974900e-01,2.380900e-02,3.387079e+02,3.922180e+03,6.254000e-10,4.370000e+00,6.367000e+00,,3.444000e+04,Helicidae,Pulmonata,Gastropoda,Mollusca,BSk BWk Csa,THp,0iTf 0iTi 0iTg,Tt,,biHl,Hh,O,2.500000e+01,,,,7.550000e+02,7.300000e+03,,,,,7.300000e+02,4.500000e-02,,,,2.500000e+01,,,,,,1.500000e-01,1.780822e-01,2.931500e+02,,abj,True,False,False
Helix_pomatia,6.553112e+01,9.686300e-01,3.069500e-02,2.498540e+01,3.917633e+03,9.067000e-10,1.128000e+00,2.170000e+00,,2.189000e+03,Helicidae,Pulmonata,Gastropoda,Mollusca,BSk Csa Cfb Dfb Dfc,THp,0iTf 0iTi 0iTg,Tt,,biHl,Hh,O,2.500000e+01,,,,7.550000e+02,7.300000e+03,,,,,7.300000e+02,1.400000e-02,,,2.194880e+01,5.000000e+01,,,,3.800000e+00,5.000000e+00,1.500000e-01,1.780822e-01,2.931500e+02,,abj,True,False,False
Hippocampus_kuda,4.154754e+01,9.940400e-01,2.268200e-02,4.536060e+01,5.217958e+03,3.368000e-09,7.216000e-02,1.145000e+01,,3.766000e+02,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,MA,MPSW MIE,0iMcd 0iMr,Mbm,,biCi biPz,D,O,1.183143e+01,,,,6.014308e+01,8.996814e+02,,,,,4.831166e+01,3.100000e-03,,,1.170000e+01,1.150000e+02,,,,1.400000e+01,3.000000e+01,2.000000e-01,5.557523e+00,3.009500e+02,1.227750e+01,abj,True,False,False
Hippoglossus_stenolepis,7.727316e+02,4.226000e-01,3.365000e-02,3.451350e+01,5.233095e+03,3.701000e-08,1.671000e+01,1.241000e+03,,4.954000e+07,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,MC ME,MPN,0iMp,Mp,Mo,bjPz jiCi jiCvf,D,O,2.711177e+01,,1.178912e+03,,2.759479e+04,1.263519e+05,,,1.151800e+03,,2.756768e+04,2.000000e-02,,,,3.630000e+05,,,,,2.670000e+02,2.000000e-01,8.705847e+02,2.781500e+02,,abj,True,False,False
Hirundichthys_affinis,1.837333e+02,9.537400e-01,1.926000e-01,7.772970e+01,5.230094e+03,3.476000e-08,1.378000e+00,3.394000e+01,,3.717000e+04,Exocoetidae,Beloniformes,Actinopterygii,Chordata,MA,MAW,0iMcp,Mpe,Mo,biPz,D,O,9.686989e-01,,,,5.812194e+01,2.651813e+02,,,,,,6.144000e-03,,,1.095519e+02,3.240000e+02,8.000000e-01,,,2.090000e+01,3.000000e+01,2.000000e-01,8.484760e+01,3.011500e+02,,abj,True,False,False
