species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness,s_M,metamorphosis,weaning,foetus,genus
Actitis_macularius,1.332659e+03,7.728100e-01,2.949200e-02,5.764213e+02,7.314994e+03,6.088000e-13,3.435000e+03,,1.543000e+04,3.418000e+04,2.374300e-02,9.500000e-01,8.000000e-01,1.000000e-01,Scolopacidae,Charadriiformes,Aves,Chordata,B Dfa Dfb Dfc,THn,0iTg 0iTh 0iFm,Tnsfm,Ml,biCi,Dg,O,4.491190e+00,,,7.060046e+00,1.219776e+01,5.625795e+02,,,,2.568856e+00,7.706568e+00,6.050000e+00,,,4.560000e+01,4.800000e+01,,,,,,1.450462e-01,,,,2.800000e-01,3.141500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Actitis
Acyrtops_beryllinus,2.184339e+01,9.098800e-01,2.172200e-02,4.447970e+01,5.217201e+03,2.342000e-07,1.510000e-01,,,8.595000e+00,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Gobiesocidae,Gobiesociformes,Actinopterygii,Chordata,MA,MAW,0iMi jiMi,Mnfm,,biCi,D,O,8.099636e+00,,,,,1.847729e+02,,,,,,3.400000e-04,,,1.931776e-02,1.100000e-01,,,,1.400000e+00,2.500000e+00,7.035662e-01,,,,2.000000e-01,3.006500e+02,1.000000e+00,,std,2.000000e+00,1.000000e+00,False,False,False,Acyrtops
Aegolius_acadicus,1.303102e+03,9.324000e-01,2.154200e-02,5.330639e+02,7.329890e+03,4.991000e-12,8.222000e+02,,5.609000e+03,1.484000e+04,2.226800e-02,9.500000e-01,8.000000e-01,1.000000e-01,Strigidae,Strigiformes,Aves,Chordata,B Dfa Dfb,THn,0iTh 0iTi 0iTf,Tnwf,Ms,biCi biCv,Dg,O,5.716060e+00,,,1.006903e+01,1.877496e+01,7.061480e+02,,,,4.352967e+00,1.305890e+01,7.500000e+00,,,1.150450e+02,1.211000e+02,,,,,,9.912936e-02,,,,2.800000e-01,3.133500e+02,1.000000e+00,,std,2.400000e+00,1.000000e+00,False,False,False,Aegolius
Aegotheles_cristatus,1.752175e+03,8.773600e-01,2.026900e-02,9.553716e+02,7.316431e+03,3.016000e-19,1.111000e+03,,5.470000e+03,1.169000e+04,3.930000e-02,9.500000e-01,8.000000e-01,1.000000e-01,Aegothelidae,Aegotheliformes,Aves,Chordata,Cfa Cfb,TA,0iTf,Tnpf,,biCi,Dg,O,5.307770e+00,,,9.358829e+00,1.746095e+01,7.921267e+02,,,,4.051059e+00,1.215318e+01,7.000000e+00,,,5.700000e+01,6.000000e+01,,,,,2.500000e+01,7.574546e-02,,,,2.800000e-01,3.128500e+02,1.000000e+00,,std,2.300000e+00,1.000000e+00,False,False,False,Aegotheles
Aerodramus_bartschi,2.887136e+02,9.286000e-01,2.346100e-02,1.897243e+02,7.319617e+03,2.093000e-12,3.352000e+02,,2.175000e+03,4.639000e+03,7.768300e-03,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,Af,TPi,0iTh 0iTf 0iTi,Tncfm,,biCi,Dg,O,4.695335e+00,,,1.254554e+01,2.824595e+01,1.291929e+03,,,,7.850204e+00,2.355061e+01,1.110000e+00,,,7.799500e+00,8.210000e+00,,,,,,1.633323e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aerodramus
Aerodramus_brevirostris,9.043359e+02,9.280400e-01,2.093800e-02,6.994415e+02,7.325009e+03,4.851000e-12,2.827000e+02,,1.374000e+03,2.779000e+03,2.810300e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,A Cwa Cwb,TPi,0iTh 0iTf 0iTi 0iTg,Tncfm,,biCi,Dg,O,4.082900e+00,,,8.611864e+00,1.766979e+01,9.795981e+02,,,,4.528964e+00,1.358689e+01,1.800000e+00,,,1.211250e+01,1.275000e+01,,,,,,3.266646e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aerodramus
Aerodramus_fuciphagus,1.004689e+03,6.465700e-01,1.546500e-02,6.316014e+02,7.270963e+03,2.329000e-12,1.308000e+03,,6.996000e+03,1.130000e+04,3.064300e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,Af,TPi,0iTh 0iTf 0iTi,Tncfm,,biCi,Dg,O,4.695335e+00,,,1.190813e+01,2.633372e+01,1.291929e+03,,,,7.212794e+00,2.163838e+01,1.800000e+00,,,1.121000e+01,1.180000e+01,,,,,,5.716630e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aerodramus
Aerodramus_hirundinaceus,7.646903e+02,6.755000e-01,1.355200e-02,5.062214e+02,7.337548e+03,2.866000e-11,8.247000e+02,,8.931000e+03,1.272000e+04,1.992400e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,Af,TAz,0iTh 0iTf 0iTi 0iTg,Tncfm,,biCi,Dg,O,4.899480e+00,,,1.747994e+01,4.264085e+01,6.122488e+02,,,,1.258046e+01,3.774137e+01,1.100000e+00,,,9.595000e+00,1.010000e+01,,,,,,1.633323e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aerodramus
Aerodramus_spodiopygius,6.020745e+02,8.252900e-01,1.674900e-02,4.050922e+02,7.294906e+03,2.700000e-12,4.812000e+02,,4.219000e+03,8.388000e+03,1.688300e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,Af,TPi,0iTh 0iTf 0iTi,Tncfm,,biCi,Dg,O,4.695335e+00,,,1.257909e+01,2.834659e+01,1.291929e+03,,,,7.883752e+00,2.365126e+01,1.100000e+00,,,1.092500e+01,1.150000e+01,,,,,,5.716630e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aerodramus
Aeronautes_saxatalis,9.348081e+02,9.529700e-01,1.521400e-02,5.484480e+02,7.318927e+03,4.322000e-11,1.198000e+02,,1.322000e+03,3.800000e+03,2.283600e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,B,THn,0iTh 0iTf 0iTi 0iTg,Tncfm,Ml,biCi,Dg,O,4.899480e+00,,,1.194453e+01,2.603464e+01,6.122488e+02,,,,7.045055e+00,2.113517e+01,1.700000e+00,,,4.275000e+01,4.500000e+01,,,,,,7.023288e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aeronautes
Aethia_cristatella,4.087779e+03,9.441500e-01,2.004500e-02,1.891900e+03,7.333439e+03,5.770000e-12,1.226000e+03,,5.454000e+03,1.085000e+04,7.720000e-02,9.500000e-01,8.000000e-01,1.000000e-01,Alcidae,Charadriiformes,Aves,Chordata,MC ME,MPNW,xiMcp 0bTd,Tncfm,Ms,biCik,Dg,O,6.940930e+00,,,1.142923e+01,2.040582e+01,5.203785e+02,,,,4.488297e+00,1.346489e+01,2.950000e+01,,,2.726500e+02,2.870000e+02,,,,,,2.075413e-02,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aethia
Aethia_psittacula,1.579442e+03,9.599500e-01,2.654400e-02,5.111886e+02,7.324222e+03,1.750000e-12,2.022000e+03,,9.682000e+03,2.161000e+04,2.098500e-02,9.500000e-01,8.000000e-01,1.000000e-01,Alcidae,Charadriiformes,Aves,Chordata,MC ME,MPN,xiMcp 0bTd,Tncfm,Ms,biCik,Dg,O,7.247147e+00,,,1.186745e+01,2.110806e+01,7.227479e+02,,,,4.620306e+00,1.386092e+01,2.810000e+01,,,2.593500e+02,2.730000e+02,,,,,,2.075413e-02,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aethia
Aethia_pusilla,1.084280e+03,9.303100e-01,3.080500e-02,4.235637e+02,7.317481e+03,1.109000e-11,2.393000e+03,,1.048000e+04,2.184000e+04,1.727900e-02,9.500000e-01,8.000000e-01,1.000000e-01,Alcidae,Charadriiformes,Aves,Chordata,MC ME,MPNE,xiMcp 0bTd,Tncfm,Ms,biCik,Dg,O,6.124350e+00,,,9.952603e+00,1.760911e+01,3.902838e+02,,,,3.828253e+00,1.148476e+01,1.230000e+01,,,8.740000e+01,9.200000e+01,,,,,,2.075413e-02,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.700000e+00,1.000000e+00,False,False,False,Aethia
Aethia_pygmaea,1.381553e+03,8.039900e-01,2.508200e-02,4.880508e+02,7.308789e+03,9.088000e-13,7.272000e+03,,3.721000e+04,6.502000e+04,2.055100e-02,9.500000e-01,8.000000e-01,1.000000e-01,Alcidae,Charadriiformes,Aves,Chordata,MC ME,MPNW,xiMcp 0bTd,Tncfm,Ms,biCik,Dg,O,7.247147e+00,,,1.305553e+01,2.467230e+01,7.227479e+02,,,,5.808385e+00,1.742515e+01,1.600000e+01,,,1.130500e+02,1.190000e+02,,,,,,2.075413e-02,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aethia
Aethotaxis_mitopteryx,1.292177e+03,7.459500e-01,2.300400e-02,5.940462e+02,5.230336e+03,5.227000e-08,2.665000e+00,1.430000e+01,,3.997000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Nototheniidae,Perciformes,Actinopterygii,Chordata,ME,MS,bjMp jiMd,Ms,,biCi,D,O,7.006655e+02,,,,,8.802589e+04,,,,,,1.400000e-02,,,4.300000e+01,2.830000e+02,,,,1.830000e+01,3.360000e+01,1.226912e+00,,,,2.000000e-01,2.740500e+02,1.000000e+00,,abj,2.500000e+00,1.694437e+00,True,False,False,Aethotaxis
Aetobatus_flagellum,3.990422e+02,6.913500e-01,2.793100e-02,1.422300e+01,5.237843e+03,9.593000e-10,4.282000e+05,,,1.138000e+07,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MA,MPW MIN,0iMcd,Mv,Ma,biCim,D,O,1.306304e+02,,,,,3.300262e+03,,,,,,6.247945e+02,,,7.915963e+03,1.390000e+04,3.200000e+01,,,7.460000e+01,9.000000e+01,2.302847e-02,,,,2.000000e-01,3.013500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aetobatus
Aetobatus_narinari,6.021048e+02,8.703500e-01,4.048800e-02,1.682080e+01,5.241793e+03,1.074000e-12,3.461000e+05,,,1.005000e+07,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MA MB,MC,0iMcd,Mv,Ma,biCim,D,O,1.543993e+02,,,,,3.732414e+04,,,,,,1.245494e+03,,,2.474276e+04,1.300000e+05,4.800000e+01,,,1.300000e+02,2.260000e+02,2.164819e-02,,,,2.000000e-01,3.006500e+02,1.000000e+00,,std,2.700000e+00,1.000000e+00,False,False,False,Aetobatus
Aetomylaeus_bovinus,6.712919e+02,9.175000e-01,6.335300e-02,1.892500e+01,5.230962e+03,3.597000e-08,7.256000e+04,,,1.396000e+06,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MA MB,MAE,0iMcd,Mv,Mo,biCi,D,O,4.365015e+02,,,,,6.648354e+03,,,,,,9.661323e+02,,,9.090126e+03,1.160000e+05,4.500000e+01,,,9.500000e+01,2.220000e+02,1.263471e-02,,,,2.000000e-01,2.903500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aetomylaeus
Afrotis_afra,4.769841e+03,9.762300e-01,3.398000e-02,1.488163e+03,7.329895e+03,4.768000e-15,6.905000e+02,,6.694000e+03,1.567000e+04,6.020400e-02,9.500000e-01,8.000000e-01,1.000000e-01,Otididae,Otidiformes,Aves,Chordata,BWk BSk Csa,TPa,0iTi 0iTs 0iTg,Tnsf,,biO,Dg,O,4.287045e+00,,,8.929616e+00,1.821476e+01,5.020855e+02,,,,4.642571e+00,1.392771e+01,3.300000e+01,,,6.650000e+02,7.000000e+02,,,,,,2.987539e-02,,,,2.800000e-01,3.134000e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Afrotis
Agapornis_personatus,1.438419e+03,6.969200e-01,3.019900e-02,5.476742e+02,7.303875e+03,1.481000e-17,2.041000e+03,,4.088000e+04,6.338000e+04,2.225800e-02,9.500000e-01,8.000000e-01,1.000000e-01,Psittaculidae,Psittaciformes,Aves,Chordata,Aw BWh BSh Cwa Cwb,TPa,0iTf,Tnwf,,biHs,Dg,O,4.695335e+00,,,1.023194e+01,2.130514e+01,1.555560e+03,,,,5.536601e+00,1.660980e+01,2.500000e+00,,,5.320000e+01,5.600000e+01,,,,,,1.205675e-01,,,,2.800000e-01,3.144500e+02,1.000000e+00,5.636000e+00,std,3.000000e+00,1.000000e+00,False,False,False,Agapornis
Agapornis_roseicollis,1.292022e+03,7.048200e-01,2.362200e-02,5.022019e+02,7.318766e+03,2.312000e-16,2.554000e+03,,3.160000e+04,5.677000e+04,2.095600e-02,9.500000e-01,8.000000e-01,1.000000e-01,Psittaculidae,Psittaciformes,Aves,Chordata,Aw BWh BSh Cwa Cwb,TPa,0iTf,Tnwf,,biHs,Dg,O,4.756578e+00,,,1.010571e+01,2.080397e+01,1.555560e+03,,,,5.349132e+00,1.604739e+01,3.820000e+00,,,5.320000e+01,5.600000e+01,,,,,,1.096068e-01,,,,2.800000e-01,3.144500e+02,1.000000e+00,2.211500e+00,std,3.000000e+00,1.000000e+00,False,False,False,Agapornis
Agelaioides_badius,1.197684e+03,9.752700e-01,4.907600e-02,5.552698e+02,7.325078e+03,1.533000e-15,2.503000e+02,,1.303000e+03,3.774000e+03,2.250800e-02,9.500000e-01,8.000000e-01,1.000000e-01,Icteridae,Passeriformes,Aves,Chordata,Cfa Cwa Cwb,TN,0iTh 0iTi 0iTg,Tnpf,,biCi xiHs,Dg,O,2.653885e+00,,,3.991665e+00,6.667224e+00,7.546294e+02,,,,1.337780e+00,4.013339e+00,3.550000e+00,,,4.298750e+01,4.525000e+01,,,,,,9.011046e-02,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Agelaioides
Agelaius_phoeniceus,1.740937e+03,9.628000e-01,4.246300e-02,9.514529e+02,7.319020e+03,1.597000e-16,2.408000e+02,,1.536000e+03,3.886000e+03,3.883200e-02,9.500000e-01,8.000000e-01,1.000000e-01,Icteridae,Passeriformes,Aves,Chordata,BWk BSk Cfa Dfa,THn,0iTd 0iTa,Tnsf Tnpf Tncf,Ms,biHs biCi,Dg,O,2.449740e+00,,,3.909136e+00,6.827928e+00,8.877992e+02,,,,1.459396e+00,4.378188e+00,3.150000e+00,,,3.762000e+01,3.960000e+01,,,,,,1.182700e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Agelaius
Aglaoctenus_lagotis,7.909392e+00,8.572700e-01,6.203500e-03,2.514550e+01,4.434828e+03,3.764300e-07,1.546600e-01,4.930900e+00,,7.555950e+01,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Lycosidae,Araneae,Arachnida,Arthropoda,A,TN,0jTf 0jTg 0iTi,Tnsf,,biCi,D,O,1.249986e+01,,,,1.597808e+02,2.336930e+02,,,,,1.472810e+02,2.670000e-04,,,9.700000e-02,7.200000e-01,6.200000e-02,,,4.430000e-01,8.600000e-01,5.081105e+00,,,,1.700000e-01,2.998500e+02,1.000000e+00,,abj,2.500000e+00,3.045817e+00,True,False,False,Aglaoctenus
Ailuroedus_crassirostris,1.199472e+03,9.726100e-01,3.870100e-02,3.723410e+02,7.322995e+03,3.818000e-13,8.802000e+02,,5.108000e+03,1.452000e+04,1.509200e-02,9.500000e-01,8.000000e-01,1.000000e-01,Ptilonorhynchidae,Passeriformes,Aves,Chordata,Cfa Cfb,TA,0iTf,Tnpf,,biCi biHs,Dg,O,4.797407e+00,,,7.351350e+00,1.245924e+01,6.658494e+02,,,,2.553943e+00,7.661829e+00,1.300000e+01,,,1.710000e+02,1.800000e+02,,,,,,5.631904e-02,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Ailuroedus
Aix_galericulata,2.189866e+03,6.614600e-01,3.020100e-02,4.101913e+02,7.306330e+03,7.823000e-12,1.999000e+04,,2.237000e+05,4.869000e+05,1.678400e-02,9.500000e-01,8.000000e-01,1.000000e-01,Anatidae,Anseriformes,Aves,Chordata,Cfa Dfa Dwc,THp,xiTf,Tnwf,Ml,biCi xiHs xiHl,Dg,O,5.920205e+00,,,1.210022e+01,2.446026e+01,4.787623e+02,,,,6.180019e+00,1.854006e+01,3.200000e+01,,,5.130000e+02,5.400000e+02,,,,,,2.280881e-01,,,,2.800000e-01,3.133500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Aix
Alasmidonta_heterodon,1.830970e+01,9.993800e-01,2.078500e-02,1.465040e+01,2.359062e+03,6.846000e-09,9.344000e-07,1.228000e-06,,5.940000e-01,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Unionidae,Unionoida,Bivalvia,Mollusca,Cfb Dfb,THn,0iFr 0iFp,Fbb,,bjTvf jiPp,D,O,1.458659e+01,,,,,5.807853e+03,,,,,,2.914483e-07,9.836382e-07,,2.914483e-01,3.500000e+00,2.000000e-02,3.000000e-02,,2.000000e+00,4.580000e+00,5.498074e+00,,,,9.000000e-02,2.901500e+02,1.000000e+00,,abj,2.400000e+00,1.095016e+00,True,False,False,Alasmidonta
Alauda_arvensis,9.995912e+02,9.180800e-01,6.721200e-02,4.662186e+02,7.306889e+03,3.236000e-12,1.087000e+03,,5.624000e+03,1.300000e+04,1.917700e-02,9.500000e-01,8.000000e-01,1.000000e-01,Alaudidae,Passeriformes,Aves,Chordata,B C D,THp,0iTi 0iTs 0iTg,Tnsf,Ml,biCi xiHs xiHl,Dg,O,2.245595e+00,,,3.704991e+00,6.623783e+00,4.483386e+02,,,,1.459396e+00,4.378188e+00,3.400000e+00,,,2.375000e+01,2.500000e+01,,,,,,1.351657e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Alauda
Alburnoides_eichwaldii_Kaboudval,4.605304e+03,6.983100e-01,1.211000e-02,4.724029e+03,5.223889e+03,5.728000e-07,1.775000e-01,1.776000e-01,,8.525000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,BWk BSk,THp,0iFr,Fg,Mp,biCii biSii,D,O,1.458659e+01,4.375976e+00,,,1.079407e+03,1.597231e+03,,,,,1.064821e+03,3.100000e-03,,,1.265004e+01,3.038107e+01,5.000000e-01,,,7.990000e+00,1.070000e+01,2.028510e+01,,,,2.000000e-01,2.881500e+02,1.000000e+00,,abj,2.500000e+00,1.000152e+00,True,False,False,Alburnoides
Alburnoides_eichwaldii_ShirAbad,2.519955e+03,7.259200e-01,1.539000e-02,2.094754e+03,5.238099e+03,4.175000e-07,2.566000e-01,2.675000e-01,,8.856000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,BWk BSk,THp,0iFr,Fg,Mp,biCii biSii,D,O,1.325994e+01,3.977981e+00,,,9.812354e+02,1.451963e+03,,,,,9.679754e+02,3.100000e-03,,,1.544633e+01,4.808959e+01,5.000000e-01,,,8.540000e+00,1.247000e+01,1.375273e+01,,,,2.000000e-01,2.881500e+02,1.000000e+00,,abj,2.500000e+00,1.011869e+00,True,False,False,Alburnoides
Alburnoides_eichwaldii_Tajan,6.140524e+02,9.090700e-01,2.711200e-02,2.195715e+02,5.225819e+03,1.275000e-06,2.330000e-01,2.331000e-01,,1.239000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,BWk BSk,THp,0iFr,Fg,Mp,biCii biSii,D,O,1.605659e+01,4.816977e+00,,,1.188188e+03,1.758197e+03,,,,,1.172131e+03,3.100000e-03,,,1.046250e+01,1.218424e+02,5.000000e-01,,,7.500000e+00,1.700000e+01,1.109091e+01,,,,2.000000e-01,2.881500e+02,1.000000e+00,,abj,2.500000e+00,1.000137e+00,True,False,False,Alburnoides
Alburnoides_eichwaldii_ZarrinGol,7.612278e+01,9.785800e-01,9.985700e-02,3.424930e+01,5.203402e+03,3.034000e-07,2.734000e-01,3.878000e-01,,6.513000e+02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,BWk BSk,THp,0iFr,Fg,Mp,biCii biSii,D,O,1.605659e+01,4.816977e+00,,,1.188188e+03,1.758197e+03,,,,,1.172131e+03,3.100000e-03,,,1.418032e+01,3.972000e+01,5.000000e-01,,,8.300000e+00,1.170000e+01,1.390629e+02,,,,2.000000e-01,2.881500e+02,1.000000e+00,,abj,2.500000e+00,1.119441e+00,True,False,False,Alburnoides
Alburnus_alburnus,1.414430e+02,9.756900e-01,2.009200e-02,4.861710e+01,5.227920e+03,1.123000e-07,9.538000e-03,9.859000e-03,,1.058000e+03,2.000000e-03,9.500000e-01,9.870500e-02,7.433600e-01,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Cfb Dfb,THp,0iFr,Fg,Mp,biCii biSii,D,O,5.834635e+00,,,,,3.726873e+03,,,,,,1.800000e-04,,,3.725948e+00,6.000000e+01,,,,9.900000e+00,2.500000e+01,1.314775e+01,,,,2.000000e-01,2.891500e+02,1.000000e+00,,abj,3.000000e+00,1.010972e+00,True,False,False,Alburnus
Alburnus_baliki,1.021669e+02,4.780100e-01,6.936600e-02,1.473340e+01,5.237996e+03,1.083000e-08,1.570000e+01,1.571000e+01,,2.901000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Csa,THp,0iFr,Fg,Mp,biCii biSii,D,O,1.097912e+01,,,,8.124549e+02,3.205903e+03,,,,,8.014757e+02,3.800000e-03,,,2.724607e+00,4.400000e+01,,,,6.330000e+00,1.600000e+01,1.247698e+01,,,,2.000000e-01,2.921500e+02,1.000000e+00,,abj,2.600000e+00,1.000210e+00,True,False,False,Alburnus
Alca_torda,2.331704e+03,9.883300e-01,2.719200e-02,6.243039e+02,7.317429e+03,6.185000e-15,7.461000e+02,,2.872000e+03,7.848000e+03,2.577400e-02,9.500000e-01,8.000000e-01,1.000000e-01,Alcidae,Charadriiformes,Aves,Chordata,MC,MAN,xiMcp 0bTd,Tncfm,Ms,biCvf,Dg,O,7.349220e+00,,,1.051743e+01,1.685385e+01,2.023694e+03,,,,3.168210e+00,9.504629e+00,5.000000e+01,,,6.897000e+02,7.260000e+02,,,,,,2.075413e-02,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Alca
Aldabrachelys_gigantea,7.484542e+01,8.901600e-01,6.381100e-02,1.297300e+00,7.851046e+03,4.295000e-12,4.950000e+04,,,2.391000e+07,4.957400e-05,9.500000e-01,8.000000e-01,1.000000e-01,Testudinidae,Testudines,Reptilia,Chordata,Am,TPa,0iTg,Tt,,biHl,Dtmf,O,4.349394e+01,,,,6.363147e+03,4.449036e+04,,,,,6.319653e+03,6.540000e+01,,,1.987500e+04,1.590000e+05,5.000000e+00,,,4.500000e+01,9.100000e+01,7.911827e-02,,,,3.000000e-01,2.971500e+02,1.000000e+00,,std,1.700000e+00,1.000000e+00,False,False,False,Aldabrachelys
Alectoris_chukar,2.878107e+03,9.200500e-01,3.113700e-02,8.137934e+02,7.331384e+03,5.235000e-11,1.268000e+03,,2.107000e+03,5.107000e+04,3.327200e-02,9.500000e-01,8.000000e-01,1.000000e-01,Phasianidae,Galliformes,Aves,Chordata,BWk BSh Dsa,THp,0iTf,Tnsf,,bxCi biHs,Dg,O,7.026479e+00,,,7.422505e+00,1.811521e+01,2.987358e+02,,,,3.960262e-01,1.108873e+01,1.350000e+01,,,5.092000e+02,5.360000e+02,,,,,,3.580087e-01,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Alectoris
Alectoris_graeca,1.176840e+04,7.794800e-01,2.208500e-02,4.831578e+03,7.327965e+03,5.403000e-12,2.116000e+03,,3.231000e+03,4.006000e+04,1.964400e-01,9.500000e-01,1.765700e-01,5.549900e-03,Phasianidae,Galliformes,Aves,Chordata,Csa Dfa Dfb,THp,0iTf,Tnsf,,bxCi biHs,Dg,O,6.168858e+00,,,6.564884e+00,1.725759e+01,4.818319e+02,,,,3.960262e-01,1.108873e+01,2.720000e+01,,,5.462500e+02,5.750000e+02,,,,,,3.424431e-01,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.800000e+00,1.000000e+00,False,False,False,Alectoris
Alectoris_rufa,6.476203e+03,8.541700e-01,2.299500e-02,2.612780e+03,7.319622e+03,4.119000e-11,1.133000e+03,,1.844000e+03,3.209000e+04,1.072900e-01,9.500000e-01,3.098500e-01,6.000000e-01,Phasianidae,Galliformes,Aves,Chordata,BSk Csa Cfb,THp,0iTf,Tnsf,,bxCi biHs,Dg,O,5.922103e+00,,,6.318129e+00,1.701084e+01,2.987358e+02,,,,3.960262e-01,1.108873e+01,1.390000e+01,,,4.085000e+02,4.300000e+02,,,,,,3.580087e-01,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.800000e+00,1.000000e+00,False,False,False,Alectoris
Alectura_lathami,3.168751e+02,7.508700e-01,9.973300e-02,2.051350e+01,7.313499e+03,2.464000e-15,2.074000e+05,,2.075000e+05,2.261000e+06,8.339300e-04,9.500000e-01,8.000000e-01,1.000000e-01,Megapodiidae,Galliformes,Aves,Chordata,Cfa Cfb,TA,0iTf 0iTh,Tl,,biCi biHs,Dg,O,1.330538e+01,,,,3.202933e+01,6.190436e+02,,,,,1.872395e+01,1.200000e+02,,,2.052000e+03,2.160000e+03,,,,,,4.038488e-01,,,,2.800000e-01,3.135500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Alectura
Alepes_djedaba,1.622848e+02,4.444200e-01,2.390700e-02,2.522740e+01,5.224370e+03,9.838000e-09,3.615000e+00,4.605000e+01,,1.788000e+05,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Carangidae,Carangiformes,Actinopterygii,Chordata,MA MB,MI MPSW,0iMdb,Mp,Mda,biPz,D,O,2.931854e+00,,,,,8.917722e+02,,,,,,1.400000e-03,,,5.080000e+01,7.180000e+02,,,,1.630000e+01,4.000000e+01,3.592846e+03,,,,2.000000e-01,3.010500e+02,1.000000e+00,,abj,2.500000e+00,2.325326e+00,True,False,False,Alepes
