Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness
Achoerodus_viridis,148.179352973885,0.52154,0.099329,5.6975,5238.8833,2.801e-10,0.3065,0.3066,NaN,310500,0.0003253,0.95,0.8,0.1,Labridae,Labriformes,Actinopterygii,Chordata,MB,MPSW,0jMp jiMr,Mp,,bjPz jiCi jiCvf,Hsff,O,2.19582396365723,NaN,NaN,NaN,1095,12775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,3600,0.3,NaN,NaN,20,72,9589.04109589041,NaN,NaN,NaN,0.2,293.15,1,NaN,abj,2
Achondrostoma_arcasii,96.764644552208,0.9692,0.0249,17.6585,5236.7692,2.913e-08,0.0826,0.09329,NaN,184.5,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Cfb Dfb,THp,0iFp 0iFm,Fh,Mp,biCi jiHl jiD,D,O,27.2962047718035,NaN,NaN,NaN,NaN,8204.91802258329,NaN,NaN,NaN,NaN,NaN,0.0009,NaN,NaN,0.76,162,NaN,NaN,NaN,4.4,25,7.37972028889766,NaN,NaN,NaN,0.2,288.15,1,NaN,abj,2.5
Acinonyx_jubatus,1738.39694000891,0.98748,0.077145,73.9628,7837.362,1.394e-11,14850,NaN,365000,3556000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,BSh Cwa Cwb,TPa,0iTi 0iTs 0iTg,Tv,,bxM xiCvm,Dg,O,NaN,NaN,NaN,NaN,NaN,1421.18029787341,16.7141819195269,NaN,NaN,20.3229257430611,86.6098517648212,460,NaN,1940,NaN,53500,NaN,NaN,NaN,NaN,NaN,0.0302917230589378,NaN,NaN,NaN,0.3,312.15,1,52.2619,stx,2.1
Acipenser_baerii,654.792999299369,0.69937,0.013784,21.1689,5223.3373,2.726e-09,2.006,NaN,NaN,2833000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Dfb Dfc,THp,0iFr,Fg,Mp,biCi biCvf,D,O,44.4521668858719,NaN,NaN,NaN,NaN,39173.5949359783,NaN,NaN,NaN,NaN,6528.93248932972,0.0092,NaN,NaN,9000,85300,NaN,NaN,NaN,106.5,200,587.002546934508,NaN,NaN,NaN,0.2,288.15,1,NaN,std,2.3
Acipenser_brevirostrum,625.0840979609,0.57084,0.035593,21.0381,5213.0284,1.324e-09,18.4,NaN,NaN,956000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB MC Cfa Dfa Dfb,MAW THn,0iFr,Fg,Mda,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,51824.5527805522,NaN,NaN,NaN,NaN,NaN,0.0224,NaN,NaN,NaN,23600,NaN,NaN,NaN,50,143,246.642929608317,NaN,NaN,NaN,0.2,286.15,1,NaN,std,2.5
Acipenser_dabryanus,710.680185792231,0.92189,0.028975,24.1144,5230.4874,7.071e-10,1.111,NaN,NaN,1037000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC Cfa Cfb,MPNW THp,0iFr,Fg,Mp,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,33591.3005691195,NaN,NaN,NaN,NaN,NaN,0.0156,NaN,NaN,8500,129000,NaN,NaN,NaN,106,250,259.293324534362,NaN,NaN,NaN,0.2,290.15,1,NaN,std,2.5
Acipenser_fulvescens,722.268337991398,0.59753,0.023331,15,5229.8669,2.381e-10,4.875,NaN,NaN,14540000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Dfa Dfb,THn,0iFr,Fg,Mp,biCi biCvf,D,O,21.4446866014612,NaN,NaN,NaN,NaN,106736.053766364,NaN,NaN,NaN,NaN,17433.5554485061,0.0108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,274,NaN,NaN,NaN,NaN,0.2,286.15,1,NaN,std,2.5
Acipenser_gueldenstaedtii,19875.3148679507,0.56229,0.032233,1183.1762,5232.5552,1.804e-09,2.392,NaN,NaN,282100000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB,MAm THp,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,13.1279283893006,11.2396137295662,NaN,NaN,7618.85244954163,22856.5573486249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115000,1.8,NaN,NaN,110,236,364.650069534317,NaN,NaN,NaN,0.2,288.15,1,NaN,std,2.5
Acipenser_medirostris,889.412684787198,0.47368,0.062871,14.4501,5238.7836,1.397e-09,57.05,NaN,NaN,36190000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC BSk Dfc,MPNE MPNW TH,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,38.9903392753841,NaN,NaN,NaN,NaN,42694.4215065456,NaN,NaN,NaN,NaN,NaN,0.0431,NaN,NaN,NaN,117000,NaN,NaN,NaN,166,270,340.091269248698,NaN,NaN,NaN,0.2,286.15,1,NaN,std,2.5
Acipenser_nudiventris,420.730171279705,0.75619,0.093313,9.4834,5238.8622,5.067e-09,5.997,NaN,NaN,31070000,0.00054345,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB BWk BSk,MAm THp,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,21.5034016582421,10.7517008291211,NaN,NaN,10673.6053766364,25616.6529039273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80000,1.5,NaN,NaN,NaN,211,608.971361657024,NaN,NaN,NaN,0.2,286.15,1,NaN,std,2.5
Acipenser_oxyrinchus,2094.97614967488,0.42599,0.050909,25.7187,5237.1356,6.387e-10,5.607,NaN,NaN,101000000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Cfa Dfa,THn,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,8.60428313263395,NaN,NaN,NaN,NaN,29039.2625365035,NaN,NaN,NaN,NaN,3871.9016715338,0.0082,NaN,NaN,NaN,202400,NaN,NaN,NaN,NaN,430,16529.3453784035,NaN,NaN,NaN,0.2,290.15,1,NaN,std,2.5
Acipenser_persicus,562.047321206979,0.56571,0.043759,12.3264,5242.1846,8.726e-10,52.33,NaN,NaN,36130000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB BWk BSk,MAm THp,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,13.6709773320215,6,NaN,NaN,3640.52270514443,14235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28000,70000,2.57,NaN,NaN,155,230,301.3,NaN,NaN,NaN,0.2,293.15,1,NaN,std,1.8
Acipenser_ruthenus,221.44623475141,0.7804,0.051789,11.8758,5279.7477,1.871e-08,0.9868,NaN,NaN,274000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Dfb,THp,0iFr,Fg,Mp,biCi,D,O,12.8452728337899,NaN,NaN,NaN,4094.43071577053,22548.134817233,NaN,NaN,NaN,NaN,NaN,0.0014,NaN,NaN,292,6400,0.65,NaN,NaN,42,120,184.27972050889,NaN,NaN,NaN,0.2,288.15,1,NaN,std,1.8
Acipenser_schrenckii,666.261044430119,0.7756,0.022156,17.5631,5230.4442,2.67e-09,3.15,NaN,NaN,3826000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC Dfb,MPNW THp,0iFr,Fg,Ma,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,37308.1856533127,NaN,NaN,NaN,NaN,7461.63713066253,0.0156,NaN,NaN,13300,190000,NaN,NaN,NaN,133,346,522.67350069511,NaN,NaN,NaN,0.2,288.15,1,NaN,std,2.3
Acipenser_sinensis,2439.60946095752,0.8898,0.032156,78.9478,5227.6327,7.048e-10,0.5984,NaN,NaN,5265000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC Dfb,MPNW THp,0iFr,Fg,Ma,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,8384.84913617533,NaN,NaN,NaN,NaN,NaN,0.0156,NaN,NaN,31500,362600,NaN,NaN,NaN,160,346,5116.37112406872,NaN,NaN,NaN,0.2,296.65,1,NaN,std,2.5
Acipenser_stellatus,9256.68189362685,0.60598,0.025269,565.3746,5230.3899,6.534e-09,2.578,NaN,NaN,150600000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB BWk BSk Dfb,MAm THp,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,10.9791198182861,7.23710661733851,NaN,NaN,4380,9245.40370364995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80000,1.8,NaN,NaN,120,220,246.5,NaN,NaN,NaN,0.2,291.15,1,NaN,std,2.5
Acipenser_sturio,845.735578645647,0.8373,0.03179,17.28,5232,2.688e-10,2.555,76.48,NaN,7761000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC,MAE THp,0iMcd 0iFr,Fg,Ma Mda,biCi,D,O,19.2989509795694,3,83.537604557065,NaN,5110,70327.8687649997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,460000,1.5,4.5,NaN,150,500,934.195805357565,NaN,NaN,NaN,0.2,293.15,1,NaN,std,1.2
Acipenser_transmontanus,944.377710044444,0.45,0.063267,7.4066,5250.5205,4.692e-10,30.57,NaN,NaN,88700000,0.00040548,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC BSk Dfc,MPNE THn,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,30.704892179365,17.0582734329805,NaN,NaN,NaN,76849.958711782,NaN,NaN,NaN,NaN,9250.45799308487,0.0224,NaN,NaN,NaN,816000,1.2,NaN,NaN,160,610,281.067164668346,NaN,NaN,NaN,0.2,286.15,1,NaN,std,2.5
Acomys_cahirinus,2400.9926371689,0.93589,0.045779,1328.0526,7829.6773,7.07e-22,1102,NaN,7985,52630,0.002,0.95,0.8,0.1,Muridae,Rodentia,Mammalia,Chordata,BWh,THp,0iTd,Tv,,bxM xiHs,Dg,O,NaN,NaN,NaN,NaN,NaN,462.904536412162,8.16827136459817,NaN,NaN,3.00936313432564,12.4673615564919,5.27,NaN,15.16,NaN,45.2,NaN,NaN,NaN,NaN,NaN,0.133828889386473,NaN,NaN,NaN,0.3,310.65,1,20.9025,stx,2.7
Acreichthys_tomentosus,78.9523948339483,0.93224,0.024359,21.7772,5225.4342,1.18e-09,0.02147,NaN,NaN,2537,0.002,0.95,0.8,0.1,Monacanthidae,Tetraodontiformes,Actinopterygii,Chordata,MA,MI MPSW,0jMp jiMr,Mp,Mo,jiCie,D,O,NaN,NaN,NaN,NaN,NaN,1676.91708012802,NaN,NaN,NaN,NaN,NaN,9.7e-05,NaN,NaN,8.3,65,NaN,NaN,NaN,7,14,NaN,NaN,0.15,NaN,0.2,301.75,1,NaN,std,2.5
Acridotheres_cristatellus,2559.60195722496,0.91876,0.032722,1128.4898,7322.5004,2.162e-12,699.5,NaN,8801,17980,0.04585,0.95,0.8,0.1,Sturnidae,Passeriformes,Aves,Chordata,A Cwa Cfa,TPi,0iTi 0iTs,Tnwfm,,biCi,Dg,O,3.06217486642046,NaN,NaN,NaN,NaN,532.679543640013,NaN,NaN,NaN,3.28364102243844,9.85092306731532,6.9,NaN,NaN,NaN,116.5,NaN,NaN,NaN,NaN,NaN,0.0957423663230927,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.6
Acridotheres_tristis,1775.27726503451,0.9129,0.028225,739.1793,7325.4958,3.91e-11,594.1,NaN,6747,18880,0.03017,0.95,0.8,0.1,Sturnidae,Passeriformes,Aves,Chordata,A BWh Cfa Cfb,TPi TOh TA,0iTi 0iTs,Tnwfm,,biCi,Dg,O,3.5725373441572,NaN,NaN,NaN,NaN,266.339771820007,NaN,NaN,NaN,2.79717568578089,8.39152705734268,4.2,NaN,NaN,NaN,113,NaN,NaN,NaN,NaN,NaN,0.304122810673353,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Acrobates_pygmaeus,412.338561371534,0.99859,0.023186,267.288,7844.3693,2.347e-15,0.06466,NaN,85.07,365.3,0.002,0.95,0.8,0.1,Acrobatidae,Diprotodontia,Mammalia,Chordata,Cfa,TA,0iTh 0iTf,Tv,,bxM xiH,Dg,O,NaN,NaN,NaN,NaN,NaN,872.661304569675,17.6597088409181,NaN,NaN,26.8970950038599,65.205078797236,0.0178,NaN,5.65,NaN,13,NaN,NaN,NaN,NaN,NaN,0.0605045734507921,NaN,NaN,NaN,0.3,307.85,1,58.9182,stx,2.5
Acrocephalus_arundinaceus,1502.7342776043,0.95755,0.029994,1007.1696,7332.6445,6.244e-12,165.7,NaN,991.7,2506,0.039189,0.95,0.8,0.1,Acrocephalidae,Passeriformes,Aves,Chordata,BSk Cfb Dfb,THp,0iFm,Tnpf,Ml,biCi,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,448.338615897011,NaN,NaN,NaN,1.58101234413703,4.74303703241108,2,NaN,NaN,NaN,25.7,NaN,NaN,NaN,NaN,NaN,0.112638078027168,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Acrocephalus_melanopogon,1424.77837250938,0.9596,0.033694,1141.1546,7321.1288,3.145e-12,94.87,NaN,645.9,1474,0.046512,0.95,0.8,0.1,Acrocephalidae,Passeriformes,Aves,Chordata,BSk BSk Dfa,THp,0iFm,Tnpf,Ml,biCi,Dg,O,2.14352240649432,NaN,NaN,NaN,NaN,492.728577867012,NaN,NaN,NaN,1.45939600997264,4.37818802991792,1.1,NaN,NaN,NaN,12.6,NaN,NaN,NaN,NaN,NaN,0.0901104624217343,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Acrocephalus_palustris,1204.66926105773,0.95431,0.034468,915.9652,7329.676,4.759e-12,132.8,NaN,805.1,1868,0.037275,0.95,0.8,0.1,Acrocephalidae,Passeriformes,Aves,Chordata,Cfb Dfa Dfb Dfc,THp,0iFm,Tnpf,Ml,biCi,Dg,O,2.34766739758902,NaN,NaN,NaN,NaN,435.021627306011,NaN,NaN,NaN,1.45939600997264,4.37818802991792,1.2,NaN,NaN,NaN,12.6,NaN,NaN,NaN,NaN,NaN,0.0991215086639077,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Acrocephalus_scirpaceus,928.50867963262,0.97229,0.035503,685.2738,7310.7041,4.63e-12,70.05,NaN,464.2,1183,0.028007,0.95,0.8,0.1,Acrocephalidae,Passeriformes,Aves,Chordata,BSk Cfb Dfb,THp,0iFm,Tnpf,Ml,biCi,Dg,O,2.14352240649432,NaN,NaN,NaN,NaN,448.338615897011,NaN,NaN,NaN,1.45939600997264,4.37818802991792,1,NaN,NaN,NaN,11,NaN,NaN,NaN,NaN,NaN,0.0901104624217343,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Acrocheilus_alutaceus,56.3157973921869,0.96556,0.082107,15.9747,5197.1328,3.234e-08,0.1888,1.458,NaN,6049,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Dsb Dfc,THn,0iFr 0iFl,Ft,Mp,bpCi jiHa,D,O,7.40869448097865,NaN,NaN,NaN,NaN,3906.95856420589,NaN,NaN,NaN,NaN,1674.4108132311,0.0012,NaN,NaN,31.4,341.6,NaN,NaN,NaN,14,30,11.1083850229728,NaN,NaN,NaN,0.2,289.15,1,NaN,abj,2.5
Acrocodia_indica,12083.0604354214,0.96038,0.076562,442.1893,7838.4719,1.798e-16,424100,NaN,21980000,155000000,0.002,0.95,0.8,0.1,Tapiridae,Perissodactyla,Mammalia,Chordata,A,TPi,0iTf,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,3035.22501897247,89.3081784527834,NaN,NaN,41.6923384103555,249.470549504586,6800,NaN,NaN,NaN,380000,NaN,NaN,NaN,NaN,NaN,0.00601273377951342,NaN,NaN,NaN,0.3,309.95,1,331.1668,stx,2.3
Acroperus_harpae,33.2518832505908,0.92254,0.020718,802.7895,4445.0313,0.0003726,0.0004611,NaN,NaN,0.01155,0.002,0.95,0.8,0.1,Chydoridae,Anomopoda,Branchiopoda,Arthropoda,Am,TH TN TA TPi,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,9.67653074620896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.93529411764706e-05,NaN,0.034,NaN,NaN,0.08,0.13,0.0996520074783515,NaN,NaN,NaN,0.17,285.15,1,NaN,std,2.6
Acroteriobatus_annulatus,209.8989762139,0.91482,0.019403,14.3578,5236.0822,1.013e-07,3888,NaN,NaN,132900,0.0020009,0.95,0.8,0.1,Rhinobatidae,Rhinopristiformes,Chondrichthyes,Chordata,MB,MAE,0iMcd,Mv,,biCi biCvf,D,O,228.156046247065,NaN,NaN,NaN,NaN,2123.63824466758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8000,23,NaN,NaN,63.5,140,0.0296660696134061,NaN,NaN,NaN,0.2,295.15,1,NaN,std,2.5
Actinemys_marmorata,362.774728640282,0.73655,0.031398,45.2294,7828.8358,1.334e-10,6123,NaN,NaN,638800,0.002,0.95,0.8,0.1,Emydidae,Testudines,Reptilia,Chordata,Csa Csb,THn,0bTd biFp,Tt,,biCi biHl,Dg,O,NaN,NaN,NaN,NaN,NaN,46885.2458433331,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,563,NaN,NaN,NaN,13.4,14.8,0.0161244755445278,NaN,NaN,NaN,0.3,288.15,1,NaN,std,2.5
Actinia_equina,42.9471991111111,0.9,0.019932,18.056,2097.2965,8.021e-09,0.01058,NaN,NaN,45.98,0.0025803,0.95,0.8,0.1,Actiniidae,Actiniaria,Anthozoa,Cnidaria,MC,MAE,0iMi,Mp,,biPz,Hsm,O,NaN,NaN,NaN,NaN,NaN,2214.74675358225,NaN,NaN,NaN,NaN,NaN,0.000255,NaN,NaN,0.86,55,NaN,NaN,NaN,1.5,6,553.74276901698,NaN,NaN,NaN,0.080197,298.15,1,NaN,std,2.3
Actinonaias_ligamentina,35.9506400772868,0.98335,0.0038806,14.8638,2354.2993,9.08e-10,3.811e-06,9.108e-06,NaN,57.63,0.002,0.95,0.8,0.1,Unionidae,Unionoida,Bivalvia,Mollusca,Cfa Dfa,THn,0jFp jiFr jiFl,Fbb,,bjTvf jiPp,D,O,22.4792274591323,NaN,NaN,NaN,NaN,15679.2696167048,NaN,NaN,NaN,NaN,2178.66736391155,5.3e-07,NaN,NaN,25,1017,0.0254,NaN,NaN,5.85,18.4,2663.7036396762,NaN,NaN,NaN,0.09,288.15,1,7.9854,abj,2.5
Actitis_macularius,1332.65865699202,0.77281,0.029492,576.4213,7314.9944,6.088e-13,3435,NaN,15430,34180,0.023743,0.95,0.8,0.1,Scolopacidae,Charadriiformes,Aves,Chordata,B Dfa Dfb Dfc,THn,0iTg 0iTh 0iFm,Tnsfm,Ml,biCi,Dg,O,4.49118980408334,NaN,NaN,NaN,NaN,562.57945278142,NaN,NaN,NaN,2.56885594877361,7.70656784632082,6.05,NaN,NaN,NaN,48,NaN,NaN,NaN,NaN,NaN,0.145046178982481,NaN,NaN,NaN,0.28,314.15,1,NaN,std,2.5
Acyrthosiphon_pisum,205.926972909305,0.7641,0.031,17.64,4449,0.04509,0.1112,NaN,NaN,3.125,0.002,0.95,0.8,0.1,Aphididae,Hemiptera,Insecta,Arthropoda,Cfb Dfb Dfc,TH TPa,0iTg,Tv,,biAb biHe,D,Apf,10,NaN,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN,9,0.000247058823529412,NaN,NaN,0.00588235294117647,NaN,0.14,NaN,NaN,0.4,NaN,12,NaN,NaN,NaN,0.17,293.15,1,NaN,abp,2.5
Acyrtops_beryllinus,21.8433907229525,0.90988,0.021722,44.4797,5217.2007,2.342e-07,0.151,NaN,NaN,8.595,0.002,0.95,0.8,0.1,Gobiesocidae,Gobiesociformes,Actinopterygii,Chordata,MA,MAW,0iMi jiMi,Mnfm,,biCi,D,O,8.09963612898101,NaN,NaN,NaN,NaN,184.772949192379,NaN,NaN,NaN,NaN,NaN,0.00034,NaN,NaN,NaN,0.11,NaN,NaN,NaN,1.4,2.5,0.703566190658398,NaN,NaN,NaN,0.2,300.65,1,NaN,std,2
Adamussium_colbecki,29.0015027653235,0.69142,0.011383,38.4282,4108.5539,2.126e-07,9.645e-05,0.0226,NaN,15480,0.002,0.95,0.8,0.1,Pectinidae,Pectinida,Bivalvia,Mollusca,ME,MS,0jMp jiMb,Mp,,biPp,D,O,39.619995805948,NaN,NaN,NaN,16009.0999668635,44332.8922159297,NaN,NaN,607.2998933689,NaN,NaN,8.7114e-08,NaN,NaN,9,50,0.0055,0.0344,NaN,5,9.2,NaN,NaN,NaN,NaN,0.159,271.65,1,NaN,abj,2.5
Addax_nasomaculatus,1947.74692732369,0.72417,0.18175,42.5828,7829.2536,3.892e-20,8431000,NaN,91920000,275500000,0.002,0.95,0.8,0.1,Bovidae,Cetartiodactyla,Mammalia,Chordata,BWh,TPa,0iTh 0iTd,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,2107.77950853261,58.1598651082384,NaN,NaN,40.8356499696142,188.194598976126,6000,NaN,NaN,NaN,85000,NaN,NaN,NaN,NaN,NaN,0.0132841219333672,NaN,NaN,NaN,0.3,311.15,1,233.9221,stx,2.5
Adelomelon_beckii,351.5070503,0.8,0.001987,66.8312,3913.4752,1.338e-08,3.498,3.499,NaN,56430,0.002,0.95,0.2,0.3,Volutidae,Neogastropoda,Gastropoda,Mollusca,MC,MASW,0jMp jiMb jiMi,Mp,,bjPz jiCim,D,O,NaN,NaN,NaN,NaN,NaN,12767.4622574214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4250,1.72,NaN,NaN,25.6,49.5,1.88526110472806,NaN,NaN,NaN,0.15,291.15,1,NaN,abj,2.4
Adelomelon_brasiliana,199.6601305,0.8,0.0044654,41.941,3909.761,1.675e-08,2.425,2.426,NaN,34130,0.002,0.95,0.2,0.3,Volutidae,Neogastropoda,Gastropoda,Mollusca,MC,MASW,0jMp jiMb jiMi,Mp,,bjPz jiCim,D,O,NaN,NaN,NaN,NaN,NaN,8805.14638442852,NaN,NaN,NaN,NaN,3081.80123454998,NaN,NaN,NaN,NaN,NaN,0.69,NaN,NaN,11.5,20,0.55876413465434,NaN,NaN,NaN,0.15,291.15,1,NaN,abj,2.4
Aedes_aegypti,110.418102266852,0.99411,0.021072,8430.0545,4379.5805,1.346e-16,2.742e-06,NaN,NaN,0.004474,0.002,0.95,0.8,0.1,Culicidae,Diptera,Insecta,Arthropoda,A B C,TH TN TP TA,0eFm eiTf eiTi,Fh,,bjD bjCi eiTv,D,O,1.49324941593473,NaN,NaN,NaN,NaN,10.1713388694873,NaN,NaN,2.90609681985351,NaN,NaN,NaN,0.004752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,NaN,NaN,0.17,301.15,1,2.7326,hax,3
Aegolius_acadicus,1303.10226004934,0.9324,0.021542,533.0639,7329.8904,4.991e-12,822.2,NaN,5609,14840,0.022268,0.95,0.8,0.1,Strigidae,Strigiformes,Aves,Chordata,B Dfa Dfb,THn,0iTh 0iTi 0iTf,Tnwf,Ms,biCi biCv,Dg,O,5.71605975065153,NaN,NaN,NaN,NaN,706.148014910163,NaN,NaN,NaN,4.35296721519963,13.0589016455989,7.5,NaN,NaN,NaN,121.1,NaN,NaN,NaN,NaN,NaN,0.0991293588907214,NaN,NaN,NaN,0.28,313.35,1,NaN,std,2.4
Aegolius_funereus,1253.30833036812,0.92742,0.022557,505.4765,7332.0294,6.469e-12,1128,NaN,7626,18050,0.020769,0.95,0.8,0.1,Strigidae,Strigiformes,Aves,Chordata,D,TH,0iTh 0iTf,Tnwf,,biCv,Dg,O,5.71605975065153,NaN,NaN,NaN,NaN,554.830583143699,NaN,NaN,NaN,4.8366302391107,14.5098907173321,NaN,NaN,NaN,NaN,114,NaN,NaN,NaN,NaN,NaN,0.069390551223505,NaN,NaN,NaN,0.28,313.35,1,NaN,std,2.5
Aegopinella_epipedostoma,27.3221405429388,0.96917,0.012099,154.015,3917.3409,2.736e-07,0.0554,1.641,NaN,23.05,0.002,0.475,0.8,0.1,Gastrodontidae,Pulmonata,Gastropoda,Mollusca,Dfb,THp,0iTf,Thl,,biCi biSi,Hh,O,30.1546109055771,NaN,NaN,NaN,NaN,880.514638442853,NaN,NaN,NaN,NaN,313.607953418002,NaN,NaN,NaN,NaN,0.166666666666667,0.16,NaN,NaN,NaN,1.1,0.0454279784271822,NaN,NaN,NaN,0.15,294.65,1,0,abj,2.5
Aegotheles_cristatus,1752.17520921856,0.87736,0.020269,955.3716,7316.4313,3.016e-19,1111,NaN,5470,11690,0.0393,0.95,0.8,0.1,Aegothelidae,Aegotheliformes,Aves,Chordata,Cfa Cfb,TA,0iTf,Tnpf,,biCi,Dg,O,5.30776976846213,NaN,NaN,NaN,NaN,792.126681352015,NaN,NaN,NaN,4.05105882700574,12.1531764810172,7,NaN,NaN,NaN,60,NaN,NaN,NaN,NaN,25,0.0757454601801709,NaN,NaN,NaN,0.28,312.85,1,NaN,std,2.3
Aeorestes_cinereus,3459.35681583714,0.97726,0.015691,3406.7527,7844.6813,3.61e-11,326.2,NaN,3575,3577,0.002,0.95,0.8,0.1,Vespertilionidae,Chiroptera,Mammalia,Chordata,BSk Cfa Dfa Dfb Dfc,THn,0iTf,Tv,Ml,bxM xiCii,Dg,O,NaN,NaN,NaN,NaN,NaN,1376.65857170954,15.0866692790087,NaN,NaN,13.2008356191326,98.3327551221102,4.73,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN,NaN,0.0203391026470924,NaN,NaN,NaN,0.3,307.95,1,26.5835,stx,2.5
Aepyceros_melampus,1435.78138277694,0.44603,0.063731,29.6669,7804.7438,6.249e-13,15750000,NaN,48120000,146900000,0.002,0.95,0.8,0.1,Bovidae,Cetartiodactyla,Mammalia,Chordata,Aw BWh BSh Cwa Cwb,TPa,0iTi 0iTs 0iTa 0iTd,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,998.128537142942,36.1422799065915,NaN,NaN,27.8017537743011,133.083804952392,5370,NaN,NaN,NaN,38300,NaN,NaN,NaN,NaN,NaN,0.0303053340916536,NaN,NaN,NaN,0.3,312.65,1,0,stx,2.7
Aequipecten_opercularis,14.7408558506755,0.99997,0.016669,38.7875,2347.9797,3.605e-08,9.004e-09,1.239e-05,NaN,0.6447,0.002,0.475,0.8,0.1,Pectinidae,Pectinida,Bivalvia,Mollusca,MC,MAN MAE,0jMp jiMb,Mp,,biPp,Hh,O,3.21131820844747,NaN,NaN,NaN,NaN,9568.91308177618,NaN,NaN,52.4324004480887,NaN,956.891308177618,1.64e-07,NaN,NaN,NaN,107,NaN,NaN,NaN,NaN,9,6270.30462992384,NaN,NaN,NaN,0.09,283.15,1,NaN,abj,2.5
