Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,estim_z,estim_kap,estim_v,estim_p_M,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,d_V,T_typical,f,t_0,model,completeness
Accipiter_fasciatus,156.851055792269,0.984059447374139,0.0580724220233369,20.3321547249315,7320.71149129712,3.5640493357578e-12,1274.77250470983,NaN,3685.26621824098,12501.3538457052,0.000833972829132904,0.95,0.8,0.1,Accipitridae,Accipitriformes,Aves,Chordata,A B C,TA,0iFm 0iTh,Tnpf,,biCvb biCvm biCva biCii,Dg,O,6.12434973284092,NaN,NaN,NaN,NaN,1027.45860459841,NaN,NaN,NaN,4.29280649866458,12.8784194959938,14,NaN,NaN,NaN,580,NaN,NaN,NaN,NaN,NaN,0.0583965132332037,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Accipiter_nisus,131.43829537398,0.947770585185484,0.0590582997830922,19.8335876125538,7322.44790442638,2.73374900732038e-12,5442.45993178909,NaN,10791.5410360781,26299.7327626666,0.000812660321407844,0.95,0.8,0.1,Accipitridae,Accipitriformes,Aves,Chordata,B C D,THp,0iFm 0iTh,Tnpf,Ml,biCvb biCvm biCva biCii,Dg,O,6.73678470612501,NaN,NaN,NaN,NaN,1037.73319064439,NaN,NaN,NaN,3.37794609730984,10.1338382919295,16.5,NaN,NaN,NaN,310,NaN,NaN,NaN,NaN,NaN,0.0875947698498056,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Accipiter_striatus,1413.75613305971,0.93071,0.021476,526.5294,7324.0346,3.178e-12,1529,NaN,7395,19180,0.021559,0.95,0.8,0.1,Accipitridae,Accipitriformes,Aves,Chordata,B C D,THp,0iFm 0iTh,Tnsf,,biCvb biCvm biCva biCii,Dg,O,6.94092969721971,NaN,NaN,NaN,NaN,1022.32131157542,NaN,NaN,NaN,4.2224326216373,12.6672978649119,NaN,NaN,NaN,NaN,172,NaN,NaN,NaN,NaN,NaN,0.0778620176442716,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Acentrogobius_pflaumii,226.59452555623,0.95554,0.023971,54.4335,5218.5866,3.109e-07,0.1891,NaN,NaN,4008,0.002,0.95,0.8,0.1,Gobiidae,Gobiiformes,Actinopterygii,Chordata,MC,MPNW,0iMm 0iFr,Mnm,Ma,biCi biCvf,Dg,O,19.967467315645,NaN,NaN,NaN,NaN,2049.78531662169,NaN,NaN,NaN,NaN,NaN,0.0023,NaN,NaN,24,193,NaN,NaN,NaN,15,30,NaN,NaN,0.05,NaN,1,1,1,1,0,1,0,1,0.2,291.05,1,NaN,std,2.5
Acentrogobius_viridipunctatus,69.5167107739621,0.9755,0.021416,20.7864,5226.6181,1.197e-08,0.1794,NaN,NaN,965.7,0.002,0.95,0.8,0.1,Gobiidae,Gobiiformes,Actinopterygii,Chordata,MA,MPSW,0iMm 0iFr,Mnm,Ma,biCi biCvf,Dg,O,6.93920482881869,NaN,NaN,NaN,NaN,712.352745708419,NaN,NaN,NaN,NaN,NaN,0.0023,NaN,NaN,9,59.5,NaN,NaN,NaN,9,16.5,NaN,NaN,0.05,NaN,1,1,1,1,0,1,0,1,0.2,301.35,1,NaN,std,2.5
Achatina_achatina,29.9057343240642,0.96629,0.069078,23.3913,3917.9964,2.316e-10,2.885,217.8,NaN,6623,0.002,0.475,0.8,0.1,Achatinidae,Pulmonata,Gastropoda,Mollusca,A,TPa,0iTf 0iTi 0iTg,Tt,,biHl,Hh,O,5.29171136136943,NaN,NaN,NaN,NaN,1931.47464689984,NaN,NaN,NaN,NaN,177.536916173944,NaN,NaN,NaN,NaN,NaN,0.6,NaN,NaN,NaN,11,1.55321738486975,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.15,300.15,1,NaN,abj,2.5
Achirus_mazatlanus,47.5059833650238,0.98347,0.021551,31.5958,5220.3452,6.948e-10,0.01612,0.7831,NaN,1518,0.0018044,0.95,0.8,0.1,Achiridae,Pleuronectiformes,Actinopterygii,Chordata,MA,MPE TN,0jMp jiMcd 0iFe 0iMm,Mp,Ma,bjPz jiCi,D,O,NaN,NaN,NaN,NaN,NaN,2556.82462476923,NaN,NaN,NaN,NaN,NaN,0.000268,NaN,NaN,17.8,228.8,NaN,NaN,NaN,10,22.5,159.572931223949,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0.2,297.85,1,NaN,abj,2.5
Achoerodus_gouldii,291.060831252873,0.967792306896964,0.021022,16.4851238099538,5231.93403767799,3.45030138290948e-10,0.011852478106458,0.0118524788766768,NaN,980115.18213175,0.00095129761016227,0.95,0.8,0.1,Labridae,Labriformes,Actinopterygii,Chordata,MB,MIE,0jMp jiMr,Mp,,bjPz jiCi jiCvf,Hsff,O,11.2446425668134,NaN,NaN,NaN,6480.46505824243,30242.170271798,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,NaN,20000,NaN,NaN,NaN,65.3,90,932.59973561822,NaN,NaN,NaN,1,1,0,1,1,1,1,1,0.2,291.35,1,NaN,abj,2.5
Achoerodus_viridis,148.276975794519,0.522159978621788,0.0994205842795917,5.70375309321737,5240.21676976976,2.7937084908455e-10,0.306667097448109,0.306667099293522,NaN,310485.709441974,0.000323963810189342,0.95,0.8,0.1,Labridae,Labriformes,Actinopterygii,Chordata,MB,MPSW,0jMp jiMr,Mp,,bjPz jiCi jiCvf,Hsff,O,2.19582396365723,NaN,NaN,NaN,1095,12775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,3600,0.3,NaN,NaN,20,72,9589.04109589041,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0.2,293.15,1,NaN,abj,2
Achondrostoma_arcasii,106.322535204786,0.976804924028823,0.0249,20.5368434469642,5226.8486676232,2.69114859436411e-08,0.0583684658460784,0.084489760211085,NaN,164.272675314426,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Cfb Dfb,THp,0iFp 0iFm,Fh,Mp,biCi jiHl jiD,D,O,27.2962047718035,NaN,NaN,NaN,NaN,8204.91802258329,NaN,NaN,NaN,NaN,NaN,0.0009,NaN,NaN,0.76,162,NaN,NaN,NaN,4.4,25,7.37972028889766,NaN,NaN,NaN,1,1,0,1,0,1,1,1,0.2,288.15,1,NaN,abj,2.5
Acinonyx_jubatus,1738.39694000891,0.98748,0.077145,73.9628,7837.362,1.394e-11,14850,NaN,365000,3556000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,BSh Cwa Cwb,TPa,0iTi 0iTs 0iTg,Tv,,bxM xiCvm,Dg,O,NaN,NaN,NaN,NaN,NaN,1421.18029787341,16.7141819195269,NaN,NaN,20.3229257430611,86.6098517648212,460,NaN,1940,NaN,53500,NaN,NaN,NaN,NaN,NaN,0.0302917230589378,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,312.15,1,52.2619,stx,2.1
Acipenser_baerii,654.788043761744,0.69937433004858,0.0137836698030202,21.1689106638101,5223.33726272411,2.72582164311852e-09,2.00567412150599,NaN,NaN,2832521.93920439,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Dfb Dfc,THp,0iFr,Fg,Mp,biCi biCvf,D,O,44.4521668858719,NaN,NaN,NaN,NaN,39173.5949359783,NaN,NaN,NaN,NaN,6528.93248932972,0.0092,NaN,NaN,9000,85300,NaN,NaN,NaN,106.5,200,587.002546934508,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,288.15,1,NaN,std,2.3
Acipenser_brevirostrum,625.0840979609,0.57084,0.035593,21.0381,5213.0284,1.324e-09,18.4,NaN,NaN,956000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB MC Cfa Dfa Dfb,MAW THn,0iFr,Fg,Mda,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,51824.5527805522,NaN,NaN,NaN,NaN,NaN,0.0224,NaN,NaN,NaN,23600,NaN,NaN,NaN,50,143,246.642929608317,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,286.15,1,NaN,std,2.5
Acipenser_dabryanus,710.680185792231,0.92189,0.028975,24.1144,5230.4874,7.071e-10,1.111,NaN,NaN,1037000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC Cfa Cfb,MPNW THp,0iFr,Fg,Mp,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,33591.3005691195,NaN,NaN,NaN,NaN,NaN,0.0156,NaN,NaN,8500,129000,NaN,NaN,NaN,106,250,259.293324534362,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,290.15,1,NaN,std,2.5
Acipenser_fulvescens,722.268337991398,0.59753,0.023331,15,5229.8669,2.381e-10,4.875,NaN,NaN,14540000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Dfa Dfb,THn,0iFr,Fg,Mp,biCi biCvf,D,O,21.4446866014612,NaN,NaN,NaN,NaN,106736.053766364,NaN,NaN,NaN,NaN,17433.5554485061,0.0108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,274,NaN,NaN,NaN,NaN,1,1,1,0,0,1,0,1,0.2,286.15,1,NaN,std,2.5
Acipenser_gueldenstaedtii,15725.472521947,0.649675569200716,0.0386758784816779,979.49352414855,5236.44209806742,1.65205245748506e-09,1.0063664951329,NaN,NaN,250027527.367529,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB,MAm THp,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,13.1279283893006,11.2396137295662,NaN,NaN,7618.85244954163,22856.5573486249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115000,1.8,NaN,NaN,110,236,364.650069534317,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,288.15,1,NaN,std,2.5
Acipenser_medirostris,889.278257475105,0.473653474200034,0.0628788317233325,14.4458963213892,5238.77536549546,1.39662057948608e-09,57.0698984704459,NaN,NaN,36192719.0158072,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC BSk Dfc,MPNE MPNW TH,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,38.9903392753841,NaN,NaN,NaN,NaN,42694.4215065456,NaN,NaN,NaN,NaN,NaN,0.0431,NaN,NaN,NaN,117000,NaN,NaN,NaN,166,270,340.091269248698,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,286.15,1,NaN,std,2.5
Acipenser_nudiventris,420.730171279705,0.75619,0.093313,9.4834,5238.8622,5.067e-09,5.997,NaN,NaN,31070000,0.00054345,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB BWk BSk,MAm THp,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,21.5034016582421,10.7517008291211,NaN,NaN,10673.6053766364,25616.6529039273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80000,1.5,NaN,NaN,NaN,211,608.971361657024,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.2,286.15,1,NaN,std,2.5
Acipenser_oxyrinchus,2094.97614967488,0.42599,0.050909,25.7187,5237.1356,6.387e-10,5.607,NaN,NaN,101000000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Cfa Dfa,THn,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,8.60428313263395,NaN,NaN,NaN,NaN,29039.2625365035,NaN,NaN,NaN,NaN,3871.9016715338,0.0082,NaN,NaN,NaN,202400,NaN,NaN,NaN,NaN,430,16529.3453784035,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,290.15,1,NaN,std,2.5
Acipenser_persicus,562.073110632665,0.565706894165594,0.0437592553532418,12.3268358837189,5242.22187219205,8.72414874581707e-10,52.3336285034726,NaN,NaN,36130167.2894389,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB BWk BSk,MAm THp,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,13.6709773320215,6,NaN,NaN,3640.52270514443,14235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28000,70000,2.57,NaN,NaN,155,230,301.3,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,293.15,1,NaN,std,1.8
Acipenser_ruthenus,221.445475593394,0.780400399054646,0.0517891851744163,11.8757998506438,5279.74744085994,1.87142861427325e-08,0.9867773005984,NaN,NaN,274036.958426451,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Dfb,THp,0iFr,Fg,Mp,biCi,D,O,12.8452728337899,NaN,NaN,NaN,4094.43071577053,22548.134817233,NaN,NaN,NaN,NaN,NaN,0.0014,NaN,NaN,292,6400,0.65,NaN,NaN,42,120,184.27972050889,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,288.15,1,NaN,std,1.8
Acipenser_schrenckii,666.261044430119,0.7756,0.022156,17.5631,5230.4442,2.67e-09,3.15,NaN,NaN,3826000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC Dfb,MPNW THp,0iFr,Fg,Ma,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,37308.1856533127,NaN,NaN,NaN,NaN,7461.63713066253,0.0156,NaN,NaN,13300,190000,NaN,NaN,NaN,133,346,522.67350069511,NaN,NaN,NaN,1,1,0,1,0,1,0,1,0.2,288.15,1,NaN,std,2.3
Acipenser_sinensis,2439.60946095752,0.8898,0.032156,78.9478,5227.6327,7.048e-10,0.5984,NaN,NaN,5265000,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC Dfb,MPNW THp,0iFr,Fg,Ma,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,8384.84913617533,NaN,NaN,NaN,NaN,NaN,0.0156,NaN,NaN,31500,362600,NaN,NaN,NaN,160,346,5116.37112406872,NaN,NaN,NaN,1,1,0,1,0,1,0,1,0.2,296.65,1,NaN,std,2.5
Acipenser_stellatus,10073.9632543818,0.627346871238205,0.0243656572664875,682.911970732419,5230.39822884833,6.31917015075553e-09,0.736228559687756,NaN,NaN,150118323.463852,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MB BWk BSk Dfb,MAm THp,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,10.9791198182861,7.23710661733851,NaN,NaN,4380,9245.40370364995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80000,1.8,NaN,NaN,120,220,246.5,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,291.15,1,NaN,std,2.5
Acipenser_sturio,203.520289431597,0.582209785985955,0.0895927704229496,1.7621102116604,5236.21315139782,1.57814908502008e-10,46.9486754282444,417.937892462785,NaN,15529733.9074271,0.002,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC,MAE THp,0iMcd 0iFr,Fg,Ma Mda,biCi,D,O,19.2989509795694,3,83.537604557065,NaN,5110,70327.8687649997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,460000,1.5,4.5,NaN,150,500,934.195805357565,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,293.15,1,NaN,std,1.2
Acipenser_transmontanus,972.719931336724,0.45,0.0604725924969242,7.77998421935981,5246.44619113629,4.80515658682572e-10,28.5888439775922,NaN,NaN,84894183.6823831,0.000422667769615559,0.95,0.8,0.1,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,MC BSk Dfc,MPNE THn,0iMcd 0iFr,Fg,Mda,biCi biCvf,D,O,30.704892179365,17.0582734329805,NaN,NaN,NaN,76849.958711782,NaN,NaN,NaN,NaN,9250.45799308487,0.0224,NaN,NaN,NaN,816000,1.2,NaN,NaN,160,610,281.067164668346,NaN,NaN,NaN,1,0,1,1,1,1,0,1,0.2,286.15,1,NaN,std,2.5
Acomys_cahirinus,2400.9926371689,0.93589,0.045779,1328.0526,7829.6773,7.07e-22,1102,NaN,7985,52630,0.002,0.95,0.8,0.1,Muridae,Rodentia,Mammalia,Chordata,BWh,THp,0iTd,Tv,,bxM xiHs,Dg,O,NaN,NaN,NaN,NaN,NaN,462.904536412162,8.16827136459817,NaN,NaN,3.00936313432564,12.4673615564919,5.27,NaN,15.16,NaN,45.2,NaN,NaN,NaN,NaN,NaN,0.133828889386473,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,310.65,1,20.9025,stx,2.7
Acreichthys_tomentosus,78.9523948339483,0.93224,0.024359,21.7772,5225.4342,1.18e-09,0.02147,NaN,NaN,2537,0.002,0.95,0.8,0.1,Monacanthidae,Tetraodontiformes,Actinopterygii,Chordata,MA,MI MPSW,0jMp jiMr,Mp,Mo,jiCie,D,O,NaN,NaN,NaN,NaN,NaN,1676.91708012802,NaN,NaN,NaN,NaN,NaN,9.7e-05,NaN,NaN,8.3,65,NaN,NaN,NaN,7,14,NaN,NaN,0.15,NaN,1,1,0,1,0,1,0,1,0.2,301.75,1,NaN,std,2.5
Acridotheres_cristatellus,3022.80467731483,0.911352409563593,0.0307082361359109,1419.05770767609,7323.79120842443,2.14101916804665e-12,662.760880308501,NaN,8165.59367899723,16240.2510325951,0.0573245628687235,0.95,0.8,0.1,Sturnidae,Passeriformes,Aves,Chordata,A Cwa Cfa,TPi,0iTi 0iTs,Tnwfm,,biCi,Dg,O,3.06217486642046,NaN,NaN,NaN,NaN,532.679543640013,NaN,NaN,NaN,3.28364102243844,9.85092306731532,6.9,NaN,NaN,NaN,116.5,NaN,NaN,NaN,NaN,NaN,0.0957423663230927,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.6
Acridotheres_tristis,1787.91936067644,0.898457946321392,0.0283372293878986,736.890425401892,7325.72821930092,3.91494792419139e-11,768.664507766714,NaN,8068.8353909949,22219.504097078,0.0301752893895988,0.95,0.8,0.1,Sturnidae,Passeriformes,Aves,Chordata,A BWh Cfa Cfb,TPi TOh TA,0iTi 0iTs,Tnwfm,,biCi,Dg,O,3.5725373441572,NaN,NaN,NaN,NaN,266.339771820007,NaN,NaN,NaN,2.79717568578089,8.39152705734268,4.2,NaN,NaN,NaN,113,NaN,NaN,NaN,NaN,NaN,0.304122810673353,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Acrobates_pygmaeus,412.338561371534,0.99859,0.023186,267.288,7844.3693,2.347e-15,0.06466,NaN,85.07,365.3,0.002,0.95,0.8,0.1,Acrobatidae,Diprotodontia,Mammalia,Chordata,Cfa,TA,0iTh 0iTf,Tv,,bxM xiH,Dg,O,NaN,NaN,NaN,NaN,NaN,872.661304569675,17.6597088409181,NaN,NaN,26.8970950038599,65.205078797236,0.0178,NaN,5.65,NaN,13,NaN,NaN,NaN,NaN,NaN,0.0605045734507921,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,307.85,1,58.9182,stx,2.5
Acrocephalus_arundinaceus,2529.97124339029,0.954307584365385,0.0228826911220763,2149.64327314967,7321.30605909375,6.26128119098297e-12,102.292983000525,NaN,553.107950514797,1295.98635409622,0.088086426218736,0.95,0.8,0.1,Acrocephalidae,Passeriformes,Aves,Chordata,BSk Cfb Dfb,THp,0iFm,Tnpf,Ml,biCi,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,448.338615897011,NaN,NaN,NaN,1.58101234413703,4.74303703241108,2,NaN,NaN,NaN,25.7,NaN,NaN,NaN,NaN,NaN,0.112638078027168,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Acrocephalus_melanopogon,3327.04593933494,0.943731285378549,0.0233703733745496,3843.18493747531,7321.08781758346,3.02150505955739e-12,59.0331134057309,NaN,352.625967069879,702.212195595884,0.157574191347881,0.95,0.8,0.1,Acrocephalidae,Passeriformes,Aves,Chordata,BSk BSk Dfa,THp,0iFm,Tnpf,Ml,biCi,Dg,O,2.14352240649432,NaN,NaN,NaN,NaN,492.728577867012,NaN,NaN,NaN,1.45939600997264,4.37818802991792,1.1,NaN,NaN,NaN,12.6,NaN,NaN,NaN,NaN,NaN,0.0901104624217343,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Acrocephalus_palustris,2808.0734734859,0.933733456944416,0.0234465241798695,3041.00060877204,7324.16422603192,4.84578997139533e-12,90.7612540964888,NaN,481.845823556304,970.029127613005,0.124182924140066,0.95,0.8,0.1,Acrocephalidae,Passeriformes,Aves,Chordata,Cfb Dfa Dfb Dfc,THp,0iFm,Tnpf,Ml,biCi,Dg,O,2.34766739758902,NaN,NaN,NaN,NaN,435.021627306011,NaN,NaN,NaN,1.45939600997264,4.37818802991792,1.2,NaN,NaN,NaN,12.6,NaN,NaN,NaN,NaN,NaN,0.0991215086639077,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Acrocephalus_scirpaceus,1890.38620783255,0.950004914396876,0.0280657043273634,1814.79316619741,7322.39720783333,4.16700678399342e-12,79.8382072421196,NaN,504.658243976399,1071.63219105499,0.0744513529017962,0.95,0.8,0.1,Acrocephalidae,Passeriformes,Aves,Chordata,BSk Cfb Dfb,THp,0iFm,Tnpf,Ml,biCi,Dg,O,2.14352240649432,NaN,NaN,NaN,NaN,448.338615897011,NaN,NaN,NaN,1.45939600997264,4.37818802991792,1,NaN,NaN,NaN,11,NaN,NaN,NaN,NaN,NaN,0.0901104624217343,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Acrocheilus_alutaceus,117.996091104103,0.958965932105487,0.067365205360464,18.1367561114422,5233.55557155861,8.47986365829886e-08,0.195661828231757,0.195673614206922,NaN,6445.74050399924,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Dsb Dfc,THn,0iFr 0iFl,Ft,Mp,bpCi jiHa,D,O,7.40869448097865,NaN,NaN,NaN,NaN,3906.95856420589,NaN,NaN,NaN,NaN,1674.4108132311,0.0012,NaN,NaN,31.4,341.6,NaN,NaN,NaN,14,30,11.1083850229728,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,289.15,1,NaN,abj,2.5
Acrocodia_indica,12083.0604354214,0.96038,0.076562,442.1893,7838.4719,1.798e-16,424100,NaN,21980000,155000000,0.002,0.95,0.8,0.1,Tapiridae,Perissodactyla,Mammalia,Chordata,A,TPi,0iTf,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,3035.22501897247,89.3081784527834,NaN,NaN,41.6923384103555,249.470549504586,6800,NaN,NaN,NaN,380000,NaN,NaN,NaN,NaN,NaN,0.00601273377951342,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,309.95,1,331.1668,stx,2.3
Acroperus_harpae,33.2518832505908,0.92254,0.020718,802.7895,4445.0313,0.0003726,0.0004611,NaN,NaN,0.01155,0.002,0.95,0.8,0.1,Chydoridae,Anomopoda,Branchiopoda,Arthropoda,Am,TH TN TA TPi,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,9.67653074620896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.93529411764706e-05,NaN,0.034,NaN,NaN,0.08,0.13,0.0996520074783515,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.17,285.15,1,NaN,std,2.6
Acroteriobatus_annulatus,209.856785444914,0.914835602273923,0.0194055434373407,14.3530855501172,5235.43953819175,1.01372488094089e-07,3887.25807184395,NaN,NaN,132821.690818872,0.00200189841537145,0.95,0.8,0.1,Rhinobatidae,Rhinopristiformes,Chondrichthyes,Chordata,MB,MAE,0iMcd,Mv,,biCi biCvf,D,O,228.156046247065,NaN,NaN,NaN,NaN,2123.63824466758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8000,23,NaN,NaN,63.5,140,0.0296660696134061,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.2,295.15,1,NaN,std,2.5
Actinemys_marmorata,362.774728640282,0.73655,0.031398,45.2294,7828.8358,1.334e-10,6123,NaN,NaN,638800,0.002,0.95,0.8,0.1,Emydidae,Testudines,Reptilia,Chordata,Csa Csb,THn,0bTd biFp,Tt,,biCi biHl,Dg,O,NaN,NaN,NaN,NaN,NaN,46885.2458433331,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,563,NaN,NaN,NaN,13.4,14.8,0.0161244755445278,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,288.15,1,NaN,std,2.5
Actinia_equina,42.9471991111111,0.9,0.019932,18.056,2097.2965,8.021e-09,0.01058,NaN,NaN,45.98,0.0025803,0.95,0.8,0.1,Actiniidae,Actiniaria,Anthozoa,Cnidaria,MC,MAE,0iMi,Mp,,biPz,Hsm,O,NaN,NaN,NaN,NaN,NaN,2214.74675358225,NaN,NaN,NaN,NaN,NaN,0.000255,NaN,NaN,0.86,55,NaN,NaN,NaN,1.5,6,553.74276901698,NaN,NaN,NaN,1,0,1,1,1,1,0,1,0.080197,298.15,1,NaN,std,2.3
Actinonaias_ligamentina,44.876792086616,0.983646003468314,0.00575354120184867,13.2185487073619,2355.51295619848,8.49165177431563e-10,4.29187890056487e-06,4.2918799721395e-06,NaN,61.5266910033277,0.002,0.95,0.8,0.1,Unionidae,Unionoida,Bivalvia,Mollusca,Cfa Dfa,THn,0jFp jiFr jiFl,Fbb,,bjTvf jiPp,D,O,22.4792274591323,NaN,NaN,NaN,NaN,15679.2696167048,NaN,NaN,NaN,NaN,2178.66736391155,5.3e-07,NaN,NaN,25,1017,0.0254,NaN,NaN,5.85,18.4,2663.7036396762,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.09,288.15,1,9.72012679238315,abj,2.5
Actitis_macularius,1847.50880933023,0.817033988300088,0.0243091182014879,968.229355403186,7319.80745384904,7.80053472715075e-13,1867.37592727956,NaN,8175.3319668471,17007.1425397417,0.0398463755584394,0.95,0.8,0.1,Scolopacidae,Charadriiformes,Aves,Chordata,B Dfa Dfb Dfc,THn,0iTg 0iTh 0iFm,Tnsfm,Ml,biCi,Dg,O,4.49118980408334,NaN,NaN,NaN,NaN,562.57945278142,NaN,NaN,NaN,2.56885594877361,7.70656784632082,6.05,NaN,NaN,NaN,48,NaN,NaN,NaN,NaN,NaN,0.145046178982481,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.15,1,NaN,std,2.5
Acyrthosiphon_pisum,205.926972909305,0.7641,0.031,17.64,4449,0.04509,0.1112,NaN,NaN,3.125,0.002,0.95,0.8,0.1,Aphididae,Hemiptera,Insecta,Arthropoda,Cfb Dfb Dfc,TH TPa,0iTg,Tv,,biAb biHe,D,Apf,10,NaN,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN,9,0.000247058823529412,NaN,NaN,0.00588235294117647,NaN,0.14,NaN,NaN,0.4,NaN,12,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.17,293.15,1,NaN,abp,2.5
